"","Bigrams","Frequency","Pred","Succ","PredFreq","SuccFreq","PriorML","SuccML"
"458","rp",205175,"r","p",46936590,13324156,0.00437132309782198,0.0153987239416891
"459","rq",8422,"r","q",46936590,762186,0.000179433571974445,0.0110497962439614
"460","rr",813958,"r","r",46936590,46936590,0.0173416517902131,0.0173416517902131
"461","rs",2323238,"r","s",46936590,47770576,0.0494973750756073,0.0486332423540382
"462","rt",2070845,"r","t",46936590,70213254,0.0441200564421063,0.0294936480226369
"463","ru",705492,"r","u",46936590,21856142,0.015030746801163,0.0322788898424983
"464","rv",309340,"r","v",46936590,7408891,0.00659059382030096,0.0417525375930082
"465","rw",102941,"r","w",46936590,16150307,0.0021931929865378,0.00637393456359684
"466","rx",560,"r","x",46936590,1245155,1.19309902998918e-05,0.000449743204661267
"467","ry",1560383,"r","y",46936590,14373781,0.0332444900662788,0.108557588292183
"468","rz",4982,"r","z",46936590,458700,0.000106143202989395,0.0108611292783955
"469","sa",1682340,"s","a",47770576,60283697,0.0352170758836988,0.0279070475720824
"470","sb",59486,"s","b",47770576,10960911,0.00124524351559002,0.00542710364129405
"471","sc",677053,"s","c",47770576,19814640,0.0141730131116694,0.034169331363073
"472","sd",32236,"s","d",47770576,32242297,0.000674808693954203,0.000999804697537523
"473","se",5334516,"s","e",47770576,97935156,0.111669492953152,0.0544698780078525
"474","sf",71474,"s","f",47770576,18008835,0.00149619297033387,0.00396882974384517
"475","sg",24337,"s","g",47770576,14743382,0.000509455862537642,0.0016507067374365
"476","sh",2401585,"s","h",47770576,46324263,0.050273310499752,0.0518429186882045
"477","si",2470177,"s","i",47770576,51122693,0.0517091734460141,0.0483186008999956
"478","sj",902,"s","j",47770576,892366,1.88819159308441e-05,0.00101079601867395
"479","sk",267358,"s","k",47770576,5338371,0.00559670873551954,0.0500823191194467
"480","sl",427525,"s","l",47770576,30253245,0.00894954668329727,0.0141315419221971
"481","sm",303465,"s","m",47770576,18391177,0.00635255057422795,0.0165005752486641
"482","sn",113469,"s","n",47770576,53779423,0.00237529059729152,0.00210989619579965
"483","so",2265313,"s","o",47770576,59499493,0.047420675857038,0.0380728118137074
"484","sp",983103,"s","p",47770576,13324156,0.020579676493748,0.0737835101900638
"485","sq",54135,"s","q",47770576,762186,0.0011332289566699,0.0710259700388094
"486","sr",15226,"s","r",47770576,46936590,0.000318731764925757,0.00032439510411813
"487","ss",2326056,"s","s",47770576,47770576,0.0486922326412811,0.0486922326412811
"488","st",5812318,"s","t",47770576,70213254,0.121671507582408,0.0827809233852059
"489","su",1462422,"s","u",47770576,21856142,0.0306134470725243,0.0669112600018796
"490","sv",4077,"s","v",47770576,7408891,8.53454226718974e-05,0.000550284786211594
"491","sw",239819,"s","w",47770576,16150307,0.00502022416476619,0.0148491914116555
"492","sx",1,"s","x",47770576,1245155,2.09333879499381e-08,8.03112865466548e-07
"493","sy",160250,"s","y",47770576,14373781,0.00335457541897757,0.01114877150278
"494","sz",1094,"s","z",47770576,458700,2.29011264172322e-05,0.00238500109003706
"495","ta",2537258,"t","a",70213254,60283697,0.0361364536672805,0.0420886263826852
"496","tb",8255,"t","b",70213254,10960911,0.000117570394900085,0.000753130830092499
"497","tc",216735,"t","c",70213254,19814640,0.00308681036204361,0.0109381245382202
"498","td",4708,"t","d",70213254,32242297,6.70528672549488e-05,0.000146019373247508
"499","te",6569019,"t","e",70213254,97935156,0.0935581051406619,0.0670751879947993
"500","tf",54585,"t","f",70213254,18008835,0.000777417323515586,0.00303101227814015
"501","tg",4514,"t","g",70213254,14743382,6.42898561573574e-05,0.00030617127060806
"502","th",22288309,"t","h",70213254,46324263,0.317437345946109,0.481136828879501
"503","ti",5135552,"t","i",70213254,51122693,0.0731422018982342,0.100455427886007
"504","tj",1147,"t","j",70213254,892366,1.63359470563777e-05,0.0012853470437018
"505","tk",2688,"t","k",70213254,5338371,3.828337025941e-05,0.000503524389743613
"506","tl",888458,"t","l",70213254,30253245,0.0126537078028032,0.0293673620796711
"507","tm",242702,"t","m",70213254,18391177,0.00345664082168874,0.0131966540260039
"508","tn",101678,"t","n",70213254,53779423,0.00144813114629326,0.00189064877099927
"509","to",6741908,"t","o",70213254,59499493,0.0960204465099994,0.113310343669651
"510","tp",37572,"t","p",70213254,13324156,0.000535112644117021,0.00281984089648905
"511","tq",386,"t","q",70213254,762186,5.49753754469206e-06,0.000506438061050715
"512","tr",2150259,"t","r",70213254,46936590,0.0306246880396684,0.0458119986986698
"513","ts",1467672,"t","s",70213254,47770576,0.0209030619774437,0.0307233473592615
"514","tt",1357613,"t","t",70213254,70213254,0.0193355659032695,0.0193355659032695
"515","tu",1152774,"t","u",70213254,21856142,0.0164181822423442,0.0527437092969107
"516","tv",875,"t","v",70213254,7408891,1.24620345896517e-05,0.000118101346071902
"517","tw",435057,"t","w",70213254,16150307,0.00619622329425154,0.0269380018596551
"518","tx",2757,"t","x",70213254,1245155,3.92660907013368e-05,0.00221418217009127
"519","ty",1071482,"t","y",70213254,14373781,0.0152603951385019,0.0745441996089964
"520","tz",19172,"t","z",70213254,458700,0.000273053859603203,0.0417963810769566
"521","ua",530740,"u","a",21856142,60283697,0.0242833341767271,0.00880403867732266
"522","ub",436397,"u","b",21856142,10960911,0.019966790113278,0.039813935173819
"523","uc",891233,"u","c",21856142,19814640,0.0407772332372291,0.0449785108384508
"524","ud",458716,"u","d",21856142,32242297,0.0209879675928167,0.0142271501313942
"525","ue",710781,"u","e",21856142,97935156,0.0325208813156503,0.00725766955433246
"526","uf",122981,"u","f",21856142,18008835,0.00562683935710154,0.00682892591330866
"527","ug",1018481,"u","g",21856142,14743382,0.0465993037563537,0.0690805542446095
"528","uh",6394,"u","h",21856142,46324263,0.000292549343795442,0.000138027020527018
"529","ui",599136,"u","i",21856142,51122693,0.0274127062315023,0.011719570406825
"530","uj",2229,"u","j",21856142,892366,0.000101985062139512,0.00249785401953907
"531","uk",33610,"u","k",21856142,5338371,0.00153778283468327,0.00629592810241177
"532","ul",2181271,"u","l",21856142,30253245,0.0998012824038204,0.0721003978250928
"533","um",630614,"u","m",21856142,18391177,0.0288529421157677,0.0342889419203567
"534","un",2505435,"u","n",21856142,53779423,0.114632994240246,0.046587242113029
"535","uo",58094,"u","o",21856142,59499493,0.00265801713769978,0.000976378067624879
"536","up",968744,"u","p",21856142,13324156,0.0443236505326512,0.0727058434320343
"537","uq",2745,"u","q",21856142,762186,0.000125593986349466,0.00360148310254977
"538","ur",3191762,"u","r",21856142,46936590,0.146035013864753,0.068001574038506
"539","us",2780147,"u","s",21856142,47770576,0.12720209266576,0.0581978957088564
"540","ut",3257233,"u","t",21856142,70213254,0.149030556261942,0.0463905717857771
"541","uu",1815,"u","u",21856142,21856142,8.30430182966417e-05,8.30430182966417e-05
"542","uv",15811,"u","v",21856142,7408891,0.000723412210627109,0.00213405758027753
"543","uw",940,"u","w",21856142,16150307,4.30085053437153e-05,5.82032279634065e-05
"544","ux",25145,"u","x",21856142,1245155,0.00115047751794438,0.0201942730021564
"545","uy",20977,"u","y",21856142,14373781,0.000959775975101187,0.00145939332177108
"546","uz",19836,"u","z",21856142,458700,0.000907570970210571,0.04324395029431
"547","va",560130,"v","a",7408891,60283697,0.0756024079717194,0.00929156683937284
"548","vb",54,"v","b",7408891,10960911,7.28854021472309e-06,4.92659779830344e-06
"549","vc",21,"v","c",7408891,19814640,2.83443230572565e-06,1.05982243432129e-06
"550","vd",272,"v","d",7408891,32242297,3.67126470074941e-05,8.43612351812279e-06
"551","ve",5197932,"v","e",7408891,97935156,0.701580303988816,0.0530752409277829
"552","vf",8,"v","f",7408891,18008835,1.07978373551453e-06,4.44226403318149e-07
"553","vg",111,"v","g",7408891,14743382,1.49819993302641e-05,7.52880173626377e-06
"554","vh",55,"v","h",7408891,46324263,7.42351318166241e-06,1.18728278526525e-06
"555","vi",1170501,"v","i",7408891,51122693,0.157985992775437,0.0228959182568884
"556","vj",40,"v","j",7408891,892366,5.39891867757266e-06,4.48246571474036e-05
"557","vk",142,"v","k",7408891,5338371,1.9166161305383e-05,2.6599874755801e-05
"558","vl",641,"v","l",7408891,30253245,8.65176718081019e-05,2.11878097704891e-05
"559","vm",59,"v","m",7408891,18391177,7.96340504941968e-06,3.20806003878925e-06
"560","vn",2841,"v","n",7408891,53779423,0.000383458199074598,5.28268962647665e-05
"561","vo",368238,"v","o",7408891,59499493,0.0497021753998,0.00618892668547613
"562","vp",656,"v","p",7408891,13324156,8.85422663121917e-05,4.92338876848935e-05
"563","vq",2,"v","q",7408891,762186,2.69945933878633e-07,2.62403140440785e-06
"564","vr",9369,"v","r",7408891,46936590,0.00126456172725446,0.000199609728785155
"565","vs",2047,"v","s",7408891,47770576,0.000276289663324781,4.28506451335232e-05
"566","vt",313,"v","t",7408891,70213254,4.22465386520061e-05,4.45784780178398e-06
"567","vu",13333,"v","u",7408891,21856142,0.00179959456820191,0.000610034469944421
"568","vv",833,"v","v",7408891,7408891,0.000112432481460451,0.000112432481460451
"569","vw",5,"v","w",7408891,16150307,6.74864834696583e-07,3.09591638103226e-07
"570","vx",19,"v","x",7408891,1245155,2.56448637184701e-06,1.52591444438644e-05
"571","vy",41160,"v","y",7408891,14373781,0.00555548731922227,0.00286354717662666
"572","vz",9,"v","z",7408891,458700,1.21475670245385e-06,1.96206671026815e-05
"573","wa",3217410,"w","a",16150307,60283697,0.19921664646994,0.0533711460994172
"574","wb",12905,"w","b",16150307,10960911,0.000799056017944427,0.00117736564050196
"575","wc",3170,"w","c",16150307,19814640,0.000196281098557445,0.000159982719847547
"576","wd",38964,"w","d",16150307,32242297,0.00241258571741082,0.00120847469397109
"577","we",2443044,"w","e",16150307,97935156,0.151269198783652,0.0249455262010304
"578","wf",18073,"w","f",16150307,18008835,0.00111904993508792,0.00100356297339611
"579","wg",1365,"w","g",16150307,14743382,8.45185172021807e-05,9.25839132432436e-05
"580","wh",2825082,"w","h",16150307,46324263,0.174924352831188,0.0609849313738677
"581","wi",2802707,"w","i",16150307,51122693,0.173538930250676,0.0548231486944555
"582","wj",11,"w","j",16150307,892366,6.81101603827098e-07,1.2326780715536e-05
"583","wk",11080,"w","k",16150307,5338371,0.000686055070036749,0.00207553952319912
"584","wl",104167,"w","l",16150307,30253245,0.00644984643325975,0.00344316783207884
"585","wm",4015,"w","m",16150307,18391177,0.000248602085396891,0.000218311204334557
"586","wn",668704,"w","n",16150307,53779423,0.0414050333532359,0.0124341981132821
"587","wo",1723496,"w","o",16150307,59499493,0.106715989980872,0.0289665661520847
"588","wp",2326,"w","p",16150307,13324156,0.000144022030045621,0.000174570156638814
"589","wq",14,"w","q",16150307,762186,8.66856586689033e-07,1.83682198308549e-05
"590","wr",212833,"w","r",16150307,46936590,0.0131782634224848,0.004534479390173
"591","ws",229110,"w","s",16150307,47770576,0.014186108041166,0.00479604851321031
"592","wt",15024,"w","t",16150307,70213254,0.000930260954172574,0.000213976694485631
"593","wu",9358,"w","u",16150307,21856142,0.000579431709873998,0.000428163396815412
"594","wv",29,"w","v",16150307,7408891,1.79563150099871e-06,3.91421604124018e-06
"595","ww",50533,"w","w",16150307,16150307,0.00312891884965407,0.00312891884965407
"596","wx",7,"w","x",16150307,1245155,4.33428293344517e-07,5.62179005826584e-06
"597","wy",17747,"w","y",16150307,14373781,0.00109886456028359,0.00123467861378993
"598","wz",196,"w","z",16150307,458700,1.21359922136465e-05,0.000427294528013952
"599","xa",93021,"x","a",1245155,60283697,0.0747063618585638,0.00154305400347295
"600","xb",516,"x","b",1245155,10960911,0.000414406238580739,4.70763789615662e-05
"601","xc",177434,"x","c",1245155,19814640,0.142499528171192,0.00895469208625541
"602","xd",159,"x","d",1245155,32242297,0.000127694945609181,4.93141043890266e-06
"603","xe",114458,"x","e",1245155,97935156,0.0919226923555702,0.00116871208128775
"604","xf",5161,"x","f",1245155,18008835,0.00414486549867286,0.000286581558440621
"605","xg",99,"x","g",1245155,14743382,7.95081736811883e-05,6.71487722423525e-06
"606","xh",24822,"x","h",1245155,46324263,0.0199348675466107,0.000535831514470074
"607","xi",125667,"x","i",1245155,51122693,0.100924784464585,0.00245814515287761
"608","xj",8,"x","j",1245155,892366,6.42490292373239e-06,8.96493142948073e-06
"609","xk",5,"x","k",1245155,5338371,4.01556432733274e-06,9.36615308302851e-07
"610","xl",2082,"x","l",1245155,30253245,0.00167208098590135,6.88190638723218e-05
"611","xm",475,"x","m",1245155,18391177,0.00038147861109661,2.58276020072016e-05
"612","xn",61,"x","n",1245155,53779423,4.89898847934594e-05,1.13426282018682e-06
"613","xo",11352,"x","o",1245155,59499493,0.00911693724877626,0.000190791541702717
"614","xp",274042,"x","p",1245155,13324156,0.220086655878184,0.0205673064770482
"615","xq",5238,"x","q",1245155,762186,0.00420670518931378,0.00687233824814415
"616","xr",24,"x","r",1245155,46936590,1.92747087711972e-05,5.1132815570965e-07
"617","xs",437,"x","s",1245155,47770576,0.000350960322208882,9.14789053412293e-06
"618","xt",228918,"x","t",1245155,70213254,0.183846990936871,0.0032603246105073
"619","xu",13372,"x","u",1245155,21856142,0.0107392252370187,0.000611818865378894
"620","xv",3459,"x","v",1245155,7408891,0.00277796740164879,0.000466871492643096
"621","xw",729,"x","w",1245155,16150307,0.000585469278925114,4.51384608354504e-05
"622","xx",4981,"x","x",1245155,1245155,0.00400030518288888,0.00400030518288888
"623","xy",3732,"x","y",1245155,14373781,0.00299721721392116,0.000259639408726208
"624","xz",3,"x","z",1245155,458700,2.40933859639965e-06,6.5402223675605e-06
"625","ya",120115,"y","a",14373781,60283697,0.00835653472110087,0.00199249558300978
"626","yb",32289,"y","b",14373781,10960911,0.00224638179752426,0.00294583178350778
"627","yc",17778,"y","c",14373781,19814640,0.00123683531841761,0.000897215392255423
"628","yd",20735,"y","d",14373781,32242297,0.00144255711145175,0.000643099342456898
"629","ye",672945,"y","e",14373781,97935156,0.0468175353443885,0.00687133229256305
"630","yf",7996,"y","f",14373781,18008835,0.000556290651708134,0.00044400429011649
"631","yg",6870,"y","g",14373781,14743382,0.000477953573941331,0.000465971783136325
"632","yh",8143,"y","h",14373781,46324263,0.000566517605910373,0.000175782613098453
"633","yi",226675,"y","i",14373781,51122693,0.0157700329509682,0.00443394091152436
"634","yj",172,"y","j",14373781,892366,1.19662321277888e-05,0.000192746025733836
"635","yk",4767,"y","k",14373781,5338371,0.000331645514844007,0.000892969034935938
"636","yl",64551,"y","l",14373781,30253245,0.00449088517488892,0.0021336884687907
"637","ym",97412,"y","m",14373781,18391177,0.00677706165134977,0.00529667024573794
"638","yn",50766,"y","n",14373781,53779423,0.00353184732674026,0.000943966989009904
"639","yo",1573435,"y","o",14373781,59499493,0.109465630511554,0.0264445110481866
"640","yp",45202,"y","p",14373781,13324156,0.0031447536316297,0.00339248504745817
"641","yq",35,"y","q",14373781,762186,2.43498909577097e-06,4.59205495771373e-05
"642","yr",88862,"y","r",14373781,46936590,0.00618222860081144,0.00189323510719462
"643","ys",497276,"y","s",14373781,47770576,0.0345960467882459,0.0104096714261934
"644","yt",107860,"y","t",14373781,70213254,0.00750394068199592,0.00153617720095981
"645","yu",3782,"y","u",14373781,21856142,0.000263117964577309,0.00017304060341482
"646","yv",1776,"y","v",14373781,7408891,0.000123558303831121,0.000239711989284226
"647","yw",28740,"y","w",14373781,16150307,0.00199947390321308,0.00177953273581734
"648","yx",761,"y","x",14373781,1245155,5.29436200537632e-05,0.000611168890620043
"649","yy",422,"y","y",14373781,14373781,2.93590113832957e-05,2.93590113832957e-05
"650","yz",3115,"y","z",14373781,458700,0.000216714029523617,0.00679093089165032
"651","za",63513,"z","a",458700,60283697,0.138463047743623,0.00105356842995213
"652","zb",690,"z","b",458700,10960911,0.00150425114453891,6.29509718672107e-05
"653","zc",886,"z","c",458700,19814640,0.00193154567255287,4.47144131813649e-05
"654","zd",900,"z","d",458700,32242297,0.00196206671026815,2.79136439937887e-05
"655","ze",210896,"z","e",458700,97935156,0.459768912143013,0.0021534248641009
"656","zf",51,"z","f",458700,18008835,0.000111183780248528,2.8319433211532e-06
"657","zg",914,"z","g",458700,14743382,0.00199258774798343,6.19939169995053e-05
"658","zh",1401,"z","h",458700,46324263,0.00305428384565075,3.02433305846657e-05
"659","zi",54565,"z","i",458700,51122693,0.118955744495313,0.00106733422670046
"660","zj",29,"z","j",458700,892366,6.32221495530848e-05,3.24978764318676e-05
"661","zk",1228,"z","k",458700,5338371,0.00267713102245476,0.00023003271971918
"662","zl",14948,"z","l",458700,30253245,0.0325877479834314,0.000494095757331156
"663","zm",1001,"z","m",458700,18391177,0.00218225419664269,5.44282728614922e-05
"664","zn",514,"z","n",458700,53779423,0.00112055809897537,9.55755884550862e-06
"665","zo",20320,"z","o",458700,59499493,0.0442991061696098,0.000341515515098591
"666","zp",196,"z","p",458700,13324156,0.000427294528013952,1.47101249790231e-05
"667","zq",78,"z","q",458700,762186,0.000170045781556573,0.000102337224771906
"668","zr",941,"z","r",458700,46936590,0.00205144974929148,2.00483247717825e-05
"669","zs",617,"z","s",458700,47770576,0.00134510573359494,1.29159003651118e-05
"670","zt",1043,"z","t",458700,70213254,0.00227381730978853,1.48547452308648e-05
"671","zu",5050,"z","u",458700,21856142,0.0110093743187268,0.000231056331899747
"672","zv",1022,"z","v",458700,7408891,0.00222803575321561,0.000137942372211982
"673","zw",379,"z","w",458700,16150307,0.000826248092435143,2.34670461682245e-05
"674","zx",1,"z","x",458700,1245155,2.18007412252017e-06,8.03112865466548e-07
"675","zy",10486,"z","y",458700,14373781,0.0228602572487465,0.000729522733092984
"676","zz",27727,"z","z",458700,458700,0.0604469151951166,0.0604469151951166
