practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,instructions.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sound_1A.started,sound_1A.stopped,startpoint.started,startpoint.stopped,break_time.started,break_time.stopped,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,41.44333100318909,None,1578.795505180955,1582.7956336606294,"['c', 'o', 'o', 'e', 'd']",1,"[0.5598893975839019, 0.6478259693831205, 0.7837763344869018, 0.8878846196457744, 1.0477760303765535]",1578.795505180955,1582.7956336606294,1578.7955869819039,1578.895616848953,74.8435191437602,None,804.1110963197425,None,1584.7789327576756,None,,,,,,,
