0.3031 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
292.1498 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
292.1871 	EXP 	Created hand_reset = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='hand_reset', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Reset to home position. ', units='height', win=Window(...), wrapWidth=700)
292.1873 	EXP 	Sound sound_1A set volume 1.000
292.2020 	EXP 	Created break_time = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='break_time', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
292.2375 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
292.2752 	EXP 	Created hand_reset = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='hand_reset', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Reset to home position. ', units='height', win=Window(...), wrapWidth=700)
292.2754 	EXP 	Sound sound_1A set volume 1.000
292.2872 	EXP 	Created thank_you = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='thank_you', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
292.2990 	EXP 	instructions: autoDraw = True
316.8535 	EXP 	Imported stringbank_V2.xls as conditions, 3 conditions, 2 params
316.8540 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
316.8543 	EXP 	New trial (rep=0, index=0): OrderedDict([('string', 'about'), ('corrAns', 'about')])
316.8610 	DATA 	Keypress: space
316.8705 	EXP 	instructions: autoDraw = False
316.8705 	EXP 	text: text = 'about'
316.8705 	EXP 	text: color = 'white'
316.8705 	EXP 	text: autoDraw = True
317.8188 	DATA 	Keypress: a
317.8267 	EXP 	text: color = 'white'
317.8375 	EXP 	text: color = 'white'
317.8459 	EXP 	text: color = 'white'
317.8553 	EXP 	text: color = 'white'
317.8640 	EXP 	text: color = 'white'
317.8736 	EXP 	text: color = 'white'
317.8825 	EXP 	text: color = 'white'
317.8926 	EXP 	text: color = 'white'
317.9032 	EXP 	text: color = 'white'
317.9118 	EXP 	text: color = 'white'
317.9153 	DATA 	Keypress: b
317.9230 	EXP 	text: color = 'white'
317.9323 	EXP 	text: color = 'white'
317.9422 	EXP 	text: color = 'white'
317.9507 	EXP 	text: color = 'white'
317.9602 	EXP 	text: color = 'white'
317.9712 	EXP 	text: color = 'white'
317.9797 	EXP 	text: color = 'white'
317.9892 	EXP 	text: color = 'white'
317.9979 	EXP 	text: color = 'white'
318.0074 	EXP 	text: color = 'white'
318.0165 	EXP 	text: color = 'white'
318.0267 	EXP 	text: color = 'white'
318.0374 	EXP 	text: color = 'white'
318.0460 	EXP 	text: color = 'white'
318.0553 	EXP 	text: color = 'white'
318.0642 	EXP 	text: color = 'white'
318.0741 	EXP 	text: color = 'white'
318.0832 	EXP 	text: color = 'white'
318.0932 	EXP 	text: color = 'white'
318.0961 	DATA 	Keypress: o
318.1050 	EXP 	text: color = 'white'
318.1141 	EXP 	text: color = 'white'
318.1235 	EXP 	text: color = 'white'
318.1322 	EXP 	text: color = 'white'
318.1418 	EXP 	text: color = 'white'
318.1505 	EXP 	text: color = 'white'
318.1599 	EXP 	text: color = 'white'
318.1713 	EXP 	text: color = 'white'
318.1737 	DATA 	Keypress: u
318.1815 	EXP 	text: color = 'white'
318.1916 	EXP 	text: color = 'white'
318.2003 	EXP 	text: color = 'white'
318.2102 	EXP 	text: color = 'white'
318.2212 	EXP 	text: color = 'white'
318.2300 	EXP 	text: color = 'white'
318.2399 	EXP 	text: color = 'white'
318.2483 	EXP 	text: color = 'white'
318.2522 	DATA 	Keypress: t
318.2603 	EXP 	text: color = 'white'
318.2711 	EXP 	text: color = 'green'
318.2800 	EXP 	text: color = 'green'
318.2901 	EXP 	text: color = 'green'
318.2988 	EXP 	text: color = 'green'
318.3084 	EXP 	text: color = 'green'
318.3172 	EXP 	text: color = 'green'
318.3265 	EXP 	text: color = 'green'
318.3374 	EXP 	text: color = 'green'
318.3467 	EXP 	text: color = 'green'
318.3565 	EXP 	text: color = 'green'
318.3649 	EXP 	text: color = 'green'
318.3744 	EXP 	text: color = 'green'
318.3832 	EXP 	text: color = 'green'
318.3928 	EXP 	text: color = 'green'
318.4033 	EXP 	text: color = 'green'
318.4155 	EXP 	text: color = 'green'
318.4247 	EXP 	text: color = 'green'
318.4332 	EXP 	text: color = 'green'
318.4424 	EXP 	text: color = 'green'
318.4510 	EXP 	text: color = 'green'
318.4605 	EXP 	text: color = 'green'
318.4708 	EXP 	text: color = 'green'
318.4791 	EXP 	text: color = 'green'
318.4886 	EXP 	text: color = 'green'
318.4970 	EXP 	text: color = 'green'
318.5064 	EXP 	text: color = 'green'
318.5151 	EXP 	text: color = 'green'
318.5248 	EXP 	text: color = 'green'
318.5336 	EXP 	text: color = 'green'
318.5427 	EXP 	text: color = 'green'
318.5513 	EXP 	text: color = 'green'
318.5606 	EXP 	text: color = 'green'
318.5708 	EXP 	text: color = 'green'
318.5792 	EXP 	text: color = 'green'
318.5890 	EXP 	text: color = 'green'
318.5975 	EXP 	text: color = 'green'
318.6070 	EXP 	text: color = 'green'
318.6156 	EXP 	text: color = 'green'
318.6252 	EXP 	text: color = 'green'
318.6340 	EXP 	text: color = 'green'
318.6439 	EXP 	text: color = 'green'
318.6542 	EXP 	text: color = 'green'
318.6630 	EXP 	text: color = 'green'
318.6728 	EXP 	text: color = 'green'
318.6816 	EXP 	text: color = 'green'
318.6910 	EXP 	text: color = 'green'
318.6998 	EXP 	text: color = 'green'
318.7096 	EXP 	text: color = 'green'
318.7201 	EXP 	text: color = 'green'
318.7283 	EXP 	text: color = 'green'
318.7380 	EXP 	text: color = 'green'
318.7467 	EXP 	text: color = 'green'
318.7563 	EXP 	text: color = 'green'
318.7648 	EXP 	text: color = 'green'
318.7746 	EXP 	text: color = 'green'
318.7834 	EXP 	text: color = 'green'
318.7933 	EXP 	text: color = 'green'
318.8040 	EXP 	text: color = 'green'
318.8125 	EXP 	text: color = 'green'
318.8226 	EXP 	text: color = 'green'
318.8312 	EXP 	text: color = 'green'
318.8410 	EXP 	text: color = 'green'
318.8497 	EXP 	text: color = 'green'
318.8593 	EXP 	text: color = 'green'
318.8678 	EXP 	text: color = 'green'
318.8772 	EXP 	text: color = 'green'
318.8877 	EXP 	text: color = 'green'
318.8964 	EXP 	text: color = 'green'
318.9066 	EXP 	text: color = 'green'
318.9152 	EXP 	text: color = 'green'
318.9252 	EXP 	text: color = 'green'
318.9340 	EXP 	text: color = 'green'
318.9433 	EXP 	text: color = 'green'
318.9535 	EXP 	text: color = 'green'
318.9622 	EXP 	text: color = 'green'
318.9719 	EXP 	text: color = 'green'
318.9804 	EXP 	text: color = 'green'
318.9899 	EXP 	text: color = 'green'
318.9987 	EXP 	text: color = 'green'
319.0083 	EXP 	text: color = 'green'
319.0171 	EXP 	text: color = 'green'
319.0267 	EXP 	text: color = 'green'
319.0370 	EXP 	text: color = 'green'
319.0451 	EXP 	text: color = 'green'
319.0550 	EXP 	text: color = 'green'
319.0639 	EXP 	text: color = 'green'
319.0738 	EXP 	text: color = 'green'
319.0825 	EXP 	text: color = 'green'
319.0926 	EXP 	text: color = 'green'
319.1029 	EXP 	text: color = 'green'
319.1109 	EXP 	text: color = 'green'
319.1210 	EXP 	text: color = 'green'
319.1299 	EXP 	text: color = 'green'
319.1395 	EXP 	text: color = 'green'
319.1485 	EXP 	text: color = 'green'
319.1581 	EXP 	text: color = 'green'
319.1667 	EXP 	text: color = 'green'
319.1763 	EXP 	text: color = 'green'
319.1868 	EXP 	text: color = 'green'
319.1952 	EXP 	text: color = 'green'
319.2048 	EXP 	text: color = 'green'
319.2137 	EXP 	text: color = 'green'
319.2238 	EXP 	text: color = 'green'
319.2322 	EXP 	text: color = 'green'
319.2422 	EXP 	text: color = 'green'
319.2509 	EXP 	text: color = 'green'
319.2610 	EXP 	text: color = 'green'
319.2715 	EXP 	text: color = 'green'
319.2801 	EXP 	text: color = 'green'
319.2903 	EXP 	text: color = 'green'
319.2991 	EXP 	text: color = 'green'
319.3088 	EXP 	text: color = 'green'
319.3176 	EXP 	text: color = 'green'
319.3272 	EXP 	text: color = 'green'
319.3379 	EXP 	text: color = 'green'
319.3465 	EXP 	text: color = 'green'
319.3561 	EXP 	text: color = 'green'
319.3649 	EXP 	text: color = 'green'
319.3746 	EXP 	text: color = 'green'
319.3835 	EXP 	text: color = 'green'
319.3930 	EXP 	text: color = 'green'
319.4035 	EXP 	text: color = 'green'
319.4120 	EXP 	text: color = 'green'
319.4222 	EXP 	text: color = 'green'
319.4309 	EXP 	text: color = 'green'
319.4405 	EXP 	text: color = 'green'
319.4495 	EXP 	text: color = 'green'
319.4588 	EXP 	text: color = 'green'
319.4678 	EXP 	text: color = 'green'
319.4776 	EXP 	text: color = 'green'
319.4877 	EXP 	text: color = 'green'
319.4964 	EXP 	text: color = 'green'
319.5065 	EXP 	text: color = 'green'
319.5154 	EXP 	text: color = 'green'
319.5250 	EXP 	text: color = 'green'
319.5337 	EXP 	text: color = 'green'
319.5436 	EXP 	text: color = 'green'
319.5544 	EXP 	text: color = 'green'
319.5633 	EXP 	text: color = 'green'
319.5731 	EXP 	text: color = 'green'
319.5817 	EXP 	text: color = 'green'
319.5911 	EXP 	text: color = 'green'
319.6000 	EXP 	text: color = 'green'
319.6096 	EXP 	text: color = 'green'
319.6203 	EXP 	text: color = 'green'
319.6285 	EXP 	text: color = 'green'
319.6382 	EXP 	text: color = 'green'
319.6470 	EXP 	text: color = 'green'
319.6572 	EXP 	text: color = 'green'
319.6659 	EXP 	text: color = 'green'
319.6755 	EXP 	text: color = 'green'
319.6840 	EXP 	text: color = 'green'
319.6937 	EXP 	text: color = 'green'
319.7044 	EXP 	text: color = 'green'
319.7137 	EXP 	text: color = 'green'
319.7237 	EXP 	text: color = 'green'
319.7323 	EXP 	text: color = 'green'
319.7417 	EXP 	text: color = 'green'
319.7504 	EXP 	text: color = 'green'
319.7599 	EXP 	text: color = 'green'
319.7705 	EXP 	text: color = 'green'
319.7788 	EXP 	text: color = 'green'
319.7885 	EXP 	text: color = 'green'
319.7973 	EXP 	text: color = 'green'
319.8070 	EXP 	text: color = 'green'
319.8156 	EXP 	text: color = 'green'
319.8254 	EXP 	text: color = 'green'
319.8342 	EXP 	text: color = 'green'
319.8441 	EXP 	text: color = 'green'
319.8548 	EXP 	text: color = 'green'
319.8632 	EXP 	text: color = 'green'
319.8730 	EXP 	text: color = 'green'
319.8816 	EXP 	text: color = 'green'
319.8909 	EXP 	text: color = 'green'
319.8997 	EXP 	text: color = 'green'
319.9094 	EXP 	text: color = 'green'
319.9200 	EXP 	text: color = 'green'
319.9287 	EXP 	text: color = 'green'
319.9388 	EXP 	text: color = 'green'
319.9476 	EXP 	text: color = 'green'
319.9575 	EXP 	text: color = 'green'
319.9663 	EXP 	text: color = 'green'
319.9763 	EXP 	text: color = 'green'
319.9867 	EXP 	text: color = 'green'
319.9954 	EXP 	text: color = 'green'
320.0054 	EXP 	text: color = 'green'
320.0140 	EXP 	text: color = 'green'
320.0238 	EXP 	text: color = 'green'
320.0327 	EXP 	text: color = 'green'
320.0423 	EXP 	text: color = 'green'
320.0513 	EXP 	text: color = 'green'
320.0613 	EXP 	text: color = 'green'
320.0716 	EXP 	text: color = 'green'
320.0802 	EXP 	text: color = 'green'
320.0897 	EXP 	text: color = 'green'
320.0986 	EXP 	text: color = 'green'
320.1084 	EXP 	text: color = 'green'
320.1171 	EXP 	text: color = 'green'
320.1268 	EXP 	text: color = 'green'
320.1374 	EXP 	text: color = 'green'
320.1459 	EXP 	text: color = 'green'
320.1556 	EXP 	text: color = 'green'
320.1641 	EXP 	text: color = 'green'
320.1740 	EXP 	text: color = 'green'
320.1826 	EXP 	text: color = 'green'
320.1922 	EXP 	text: color = 'green'
320.2010 	EXP 	text: color = 'green'
320.2107 	EXP 	text: color = 'green'
320.2211 	EXP 	text: color = 'green'
320.2299 	EXP 	text: color = 'green'
320.2398 	EXP 	text: color = 'green'
320.2485 	EXP 	text: color = 'green'
320.2581 	EXP 	text: color = 'green'
320.2671 	EXP 	text: color = 'green'
320.2768 	EXP 	text: color = 'green'
320.2875 	EXP 	text: color = 'green'
320.2960 	EXP 	text: color = 'green'
320.3058 	EXP 	text: color = 'green'
320.3143 	EXP 	text: color = 'green'
320.3241 	EXP 	text: color = 'green'
320.3327 	EXP 	text: color = 'green'
320.3423 	EXP 	text: color = 'green'
320.3510 	EXP 	text: color = 'green'
320.3605 	EXP 	text: color = 'green'
320.3712 	EXP 	text: color = 'green'
320.3798 	EXP 	text: color = 'green'
320.3893 	EXP 	text: color = 'green'
320.3979 	EXP 	text: color = 'green'
320.4078 	EXP 	text: color = 'green'
320.4164 	EXP 	text: color = 'green'
320.4261 	EXP 	text: color = 'green'
320.4364 	EXP 	text: color = 'green'
320.4447 	EXP 	text: color = 'green'
320.4547 	EXP 	text: color = 'green'
320.4633 	EXP 	text: color = 'green'
320.4730 	EXP 	text: color = 'green'
320.4816 	EXP 	text: color = 'green'
320.4912 	EXP 	text: color = 'green'
320.5000 	EXP 	text: color = 'green'
320.5097 	EXP 	text: color = 'green'
320.5201 	EXP 	text: color = 'green'
320.5286 	EXP 	text: color = 'green'
320.5384 	EXP 	text: color = 'green'
320.5473 	EXP 	text: color = 'green'
320.5572 	EXP 	text: color = 'green'
320.5661 	EXP 	text: color = 'green'
320.5758 	EXP 	text: color = 'green'
320.5864 	EXP 	text: color = 'green'
320.5946 	EXP 	text: color = 'green'
320.6046 	EXP 	text: color = 'green'
320.6133 	EXP 	text: color = 'green'
320.6231 	EXP 	text: color = 'green'
320.6317 	EXP 	text: color = 'green'
320.6413 	EXP 	text: color = 'green'
320.6500 	EXP 	text: color = 'green'
320.6596 	EXP 	text: color = 'green'
320.6702 	EXP 	text: color = 'green'
320.6789 	EXP 	text: color = 'green'
320.6887 	EXP 	text: color = 'green'
320.6972 	EXP 	text: color = 'green'
320.7067 	EXP 	text: color = 'green'
320.7154 	EXP 	text: color = 'green'
320.7252 	EXP 	text: color = 'green'
320.7339 	EXP 	text: color = 'green'
320.7433 	EXP 	text: color = 'green'
320.7537 	EXP 	text: color = 'green'
320.7622 	EXP 	text: color = 'green'
320.7720 	EXP 	text: color = 'green'
320.7807 	EXP 	text: color = 'green'
320.7903 	EXP 	text: color = 'green'
320.7989 	EXP 	text: color = 'green'
320.8086 	EXP 	text: color = 'green'
320.8176 	EXP 	text: color = 'green'
320.8271 	EXP 	text: color = 'green'
320.8374 	EXP 	text: color = 'green'
320.8460 	EXP 	text: color = 'green'
320.8567 	EXP 	text: color = 'green'
320.8567 	EXP 	hand_reset: autoDraw = True
320.8658 	EXP 	text: color = 'green'
320.8753 	EXP 	text: autoDraw = False
322.7228 	EXP 	New trial (rep=0, index=1): OrderedDict([('string', 'think'), ('corrAns', 'think')])
322.7342 	EXP 	text: autoDraw = False
322.7342 	EXP 	hand_reset: autoDraw = False
322.7342 	EXP 	text: text = 'think'
322.7342 	EXP 	text: color = 'white'
322.7342 	EXP 	text: autoDraw = True
323.3962 	DATA 	Keypress: t
323.4045 	EXP 	text: color = 'white'
323.4154 	EXP 	text: color = 'white'
323.4249 	EXP 	text: color = 'white'
323.4336 	EXP 	text: color = 'white'
323.4431 	EXP 	text: color = 'white'
323.4539 	EXP 	text: color = 'white'
323.4560 	DATA 	Keypress: h
323.4656 	EXP 	text: color = 'white'
323.4753 	EXP 	text: color = 'white'
323.4841 	EXP 	text: color = 'white'
323.4947 	EXP 	text: color = 'white'
323.5043 	EXP 	text: color = 'white'
323.5127 	EXP 	text: color = 'white'
323.5228 	EXP 	text: color = 'white'
323.5250 	DATA 	Keypress: i
323.5328 	EXP 	text: color = 'white'
323.5423 	EXP 	text: color = 'white'
323.5511 	EXP 	text: color = 'white'
323.5606 	EXP 	text: color = 'white'
323.5714 	EXP 	text: color = 'white'
323.5807 	EXP 	text: color = 'white'
323.5903 	EXP 	text: color = 'white'
323.5993 	EXP 	text: color = 'white'
323.6091 	EXP 	text: color = 'white'
323.6200 	EXP 	text: color = 'white'
323.6284 	EXP 	text: color = 'white'
323.6390 	EXP 	text: color = 'white'
323.6482 	EXP 	text: color = 'white'
323.6580 	EXP 	text: color = 'white'
323.6670 	EXP 	text: color = 'white'
323.6767 	EXP 	text: color = 'white'
323.6869 	EXP 	text: color = 'white'
323.6957 	EXP 	text: color = 'white'
323.6990 	DATA 	Keypress: n
323.7071 	EXP 	text: color = 'white'
323.7161 	EXP 	text: color = 'white'
323.7261 	EXP 	text: color = 'white'
323.7364 	EXP 	text: color = 'white'
323.7450 	EXP 	text: color = 'white'
323.7490 	DATA 	Keypress: k
323.7568 	EXP 	text: color = 'green'
323.7653 	EXP 	text: color = 'green'
323.7748 	EXP 	text: color = 'green'
323.7837 	EXP 	text: color = 'green'
323.7935 	EXP 	text: color = 'green'
323.8041 	EXP 	text: color = 'green'
323.8129 	EXP 	text: color = 'green'
323.8230 	EXP 	text: color = 'green'
323.8317 	EXP 	text: color = 'green'
323.8410 	EXP 	text: color = 'green'
323.8498 	EXP 	text: color = 'green'
323.8595 	EXP 	text: color = 'green'
323.8698 	EXP 	text: color = 'green'
323.8786 	EXP 	text: color = 'green'
323.8893 	EXP 	text: color = 'green'
323.8979 	EXP 	text: color = 'green'
323.9074 	EXP 	text: color = 'green'
323.9164 	EXP 	text: color = 'green'
323.9262 	EXP 	text: color = 'green'
323.9369 	EXP 	text: color = 'green'
323.9454 	EXP 	text: color = 'green'
323.9554 	EXP 	text: color = 'green'
323.9638 	EXP 	text: color = 'green'
323.9732 	EXP 	text: color = 'green'
323.9817 	EXP 	text: color = 'green'
323.9910 	EXP 	text: color = 'green'
323.9998 	EXP 	text: color = 'green'
324.0093 	EXP 	text: color = 'green'
324.0198 	EXP 	text: color = 'green'
324.0281 	EXP 	text: color = 'green'
324.0379 	EXP 	text: color = 'green'
324.0466 	EXP 	text: color = 'green'
324.0562 	EXP 	text: color = 'green'
324.0648 	EXP 	text: color = 'green'
324.0747 	EXP 	text: color = 'green'
324.0835 	EXP 	text: color = 'green'
324.0935 	EXP 	text: color = 'green'
324.1042 	EXP 	text: color = 'green'
324.1126 	EXP 	text: color = 'green'
324.1226 	EXP 	text: color = 'green'
324.1314 	EXP 	text: color = 'green'
324.1412 	EXP 	text: color = 'green'
324.1499 	EXP 	text: color = 'green'
324.1592 	EXP 	text: color = 'green'
324.1695 	EXP 	text: color = 'green'
324.1779 	EXP 	text: color = 'green'
324.1881 	EXP 	text: color = 'green'
324.1968 	EXP 	text: color = 'green'
324.2063 	EXP 	text: color = 'green'
324.2150 	EXP 	text: color = 'green'
324.2244 	EXP 	text: color = 'green'
324.2332 	EXP 	text: color = 'green'
324.2434 	EXP 	text: color = 'green'
324.2543 	EXP 	text: color = 'green'
324.2633 	EXP 	text: color = 'green'
324.2730 	EXP 	text: color = 'green'
324.2816 	EXP 	text: color = 'green'
324.2912 	EXP 	text: color = 'green'
324.3000 	EXP 	text: color = 'green'
324.3096 	EXP 	text: color = 'green'
324.3198 	EXP 	text: color = 'green'
324.3283 	EXP 	text: color = 'green'
324.3384 	EXP 	text: color = 'green'
324.3469 	EXP 	text: color = 'green'
324.3566 	EXP 	text: color = 'green'
324.3654 	EXP 	text: color = 'green'
324.3752 	EXP 	text: color = 'green'
324.3839 	EXP 	text: color = 'green'
324.3938 	EXP 	text: color = 'green'
324.4047 	EXP 	text: color = 'green'
324.4135 	EXP 	text: color = 'green'
324.4229 	EXP 	text: color = 'green'
324.4316 	EXP 	text: color = 'green'
324.4408 	EXP 	text: color = 'green'
324.4497 	EXP 	text: color = 'green'
324.4594 	EXP 	text: color = 'green'
324.4699 	EXP 	text: color = 'green'
324.4782 	EXP 	text: color = 'green'
324.4881 	EXP 	text: color = 'green'
324.4969 	EXP 	text: color = 'green'
324.5070 	EXP 	text: color = 'green'
324.5158 	EXP 	text: color = 'green'
324.5253 	EXP 	text: color = 'green'
324.5340 	EXP 	text: color = 'green'
324.5433 	EXP 	text: color = 'green'
324.5542 	EXP 	text: color = 'green'
324.5626 	EXP 	text: color = 'green'
324.5720 	EXP 	text: color = 'green'
324.5806 	EXP 	text: color = 'green'
324.5903 	EXP 	text: color = 'green'
324.5995 	EXP 	text: color = 'green'
324.6090 	EXP 	text: color = 'green'
324.6176 	EXP 	text: color = 'green'
324.6276 	EXP 	text: color = 'green'
324.6380 	EXP 	text: color = 'green'
324.6465 	EXP 	text: color = 'green'
324.6558 	EXP 	text: color = 'green'
324.6646 	EXP 	text: color = 'green'
324.6742 	EXP 	text: color = 'green'
324.6829 	EXP 	text: color = 'green'
324.6925 	EXP 	text: color = 'green'
324.7030 	EXP 	text: color = 'green'
324.7113 	EXP 	text: color = 'green'
324.7215 	EXP 	text: color = 'green'
324.7302 	EXP 	text: color = 'green'
324.7396 	EXP 	text: color = 'green'
324.7483 	EXP 	text: color = 'green'
324.7579 	EXP 	text: color = 'green'
324.7667 	EXP 	text: color = 'green'
324.7765 	EXP 	text: color = 'green'
324.7868 	EXP 	text: color = 'green'
324.7950 	EXP 	text: color = 'green'
324.8048 	EXP 	text: color = 'green'
324.8135 	EXP 	text: color = 'green'
324.8234 	EXP 	text: color = 'green'
324.8323 	EXP 	text: color = 'green'
324.8420 	EXP 	text: color = 'green'
324.8507 	EXP 	text: color = 'green'
324.8606 	EXP 	text: color = 'green'
324.8710 	EXP 	text: color = 'green'
324.8793 	EXP 	text: color = 'green'
324.8888 	EXP 	text: color = 'green'
324.8973 	EXP 	text: color = 'green'
324.9072 	EXP 	text: color = 'green'
324.9160 	EXP 	text: color = 'green'
324.9254 	EXP 	text: color = 'green'
324.9343 	EXP 	text: color = 'green'
324.9439 	EXP 	text: color = 'green'
324.9545 	EXP 	text: color = 'green'
324.9630 	EXP 	text: color = 'green'
324.9726 	EXP 	text: color = 'green'
