practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,instructions.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sound_1A.started,sound_1A.stopped,startpoint.started,startpoint.stopped,break_time.started,break_time.stopped,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,292.2990284440002,None,2070.5974638120006,2074.597551203,"['t', 'i', 't', 'h', 'e']",1,"[0.5314089300009073, 0.6594115480002074, 0.7393628050012921, 0.8514730620008777, 0.9155023110015463]",2070.5974638120006,2074.597551203,2070.5927975667014,None,334.72250584799986,None,1056.5850025960008,None,2076.5962673100003,None,,,,,,,
