,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.keys.7,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,key_resp.rt.7,resp_string,WF Type,BF Type
0,s181,0,buddy,bu,ud,dd,dy,b,u,d,d,y,,,1.1917982809827663,1.30374883802142,1.3918640210176818,1.5197689380147494,1.6158825980382971,0.0,0.0,buddy,highwf,
1,s181,1,lucky,lu,uc,ck,ky,l,u,c,k,y,,,0.6739760909695178,0.8499270099564455,0.9619926209561527,1.0659702839911915,1.2419860309455544,0.0,0.0,lucky,highwf,
2,s181,2,would,wo,ou,ul,ld,w,o,u,l,d,,,0.6861748379888013,0.8060615760041401,0.8701186370453797,1.0141495279967785,1.0861285470309667,0.0,0.0,would,highwf,
3,s181,3,edthe,ed,dt,th,he,e,d,t,h,e,,,0.922039486002177,1.0819686310132965,1.290005379007198,1.417921471002046,1.5059337239945307,0.0,0.0,edthe,pseudo,
4,s181,4,heond,he,eo,on,nd,h,e,o,n,d,,,1.006052584038116,1.1099598259897903,1.270053098036442,1.6300421970081516,1.774038408009801,0.0,0.0,heond,pseudo,
5,s181,5,vanru,va,an,nr,ru,v,a,n,r,u,,,1.2337978379800916,1.321876086993143,1.4177995159989223,1.5299354110029526,1.6419772650115192,0.0,0.0,vanru,pseudo,
6,s181,6,there,th,he,er,re,t,h,e,r,e,,,0.7018594319815747,0.7898316420032643,0.8538030189811252,0.925733046955429,1.0138630119618028,0.0,0.0,there,highwf,
7,s181,7,pykka,py,yk,kk,ka,p,y,k,k,a,,,0.9855729240225628,1.1934618210070767,1.8174537990125827,1.9375600140192546,2.0335358799784444,0.0,0.0,pykka,pseudo,
8,s181,8,theme,th,he,em,me,t,h,e,m,e,,,0.7174704589997418,0.7895293619949371,0.8775349500356242,0.9895508220070042,1.053614433039911,0.0,0.0,theme,medwf,
9,s181,9,haole,ha,ao,ol,le,h,a,o,l,e,,,0.8413882129825652,0.9374083139700815,1.1053452090127394,1.281297640001867,1.3852857400197536,0.0,0.0,haole,lowwf,
10,s181,10,there,th,he,er,re,t,h,e,r,e,,,0.6691750980098732,0.7412370269885287,0.8052338099805638,0.8852271820069291,0.9651661880197935,0.0,0.0,there,highwf,
11,s181,11,cooed,co,oo,oe,ed,c,o,o,e,d,,,0.801137775008101,0.9692462740349583,1.09721196902683,1.2011210540076718,1.3532580350292847,0.0,0.0,cooed,lowwf,
12,s181,12,champ,ch,ha,am,mp,c,h,a,m,p,,,0.7172200359636918,0.7972807429614477,0.8693394970032386,0.9812664809869602,1.117216193000786,0.0,0.0,champ,medwf,
13,s181,13,buddy,bu,ud,dd,dy,b,u,d,d,y,,,0.9534749999875203,1.0574128690059297,1.1534392230096273,1.2813687219750136,1.393373741011601,0.0,0.0,buddy,highwf,
14,s181,14,faqir,fa,aq,qi,ir,f,a,q,i,r,,,0.9011631850153208,0.9810740970424376,1.2370720710023306,1.6050712460419163,1.7410703930072486,0.0,0.0,faqir,lowwf,
15,s181,15,therm,th,he,er,rm,t,h,e,r,m,,,0.793111052014865,0.9051918309996836,0.9771114100003615,1.057234428008087,1.193116600974463,0.0,0.0,therm,lowwf,
16,s181,16,zibja,zi,ib,bj,ja,z,i,b,j,a,,,1.1188185960054398,1.2787744450033642,1.478741629049182,1.8867229649913497,1.982823949016165,0.0,0.0,zibja,pseudo,
17,s181,17,think,th,hi,in,nk,t,h,i,n,k,,,0.6574415710056201,0.7215476040146314,0.8338237199932337,0.9615263710147701,1.0254314260091633,0.0,0.0,think,highwf,
18,s181,18,lucky,lu,uc,ck,ky,l,u,c,k,y,,,0.707088636001572,0.883114613010548,0.9231244700495154,1.05908067204291,1.251170989999082,0.0,0.0,lucky,highwf,
19,s181,19,puppy,pu,up,pp,py,p,u,p,p,y,,,0.8248067350359634,0.9688054540310986,1.1448244969942607,1.2647556090378202,1.4247962409863248,0.0,0.0,puppy,medwf,
20,s181,20,champ,ch,ha,am,mp,c,h,a,m,p,,,0.644511535007041,0.7244744120398536,0.804537064046599,0.908609182049986,1.0285705650458112,0.0,0.0,champ,medwf,
21,s181,21,cooed,co,oo,oe,ed,c,o,o,e,d,,,0.7124448359827511,0.856531556986738,0.9764192729489878,1.056538056989666,1.208577475976199,0.0,0.0,cooed,lowwf,
