,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.keys.7,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,key_resp.rt.7,resp_string,WF Type,BF Type
0,s282,0,vodka,vo,od,dk,ka,v,o,d,k,a,,,1.1777409000787884,1.4577179001644254,1.8417834001593292,2.137929799966514,2.329658200033009,0.0,0.0,vodka,medwf,
1,s282,1,faqir,fa,aq,qi,ir,f,q,i,r,,,,1.070649400120601,1.7024757000617683,3.0144585000816733,3.246401600074023,0.0,0.0,0.0,fqir,lowwf,
2,s282,2,lucky,lu,uc,ck,ky,l,u,c,k,y,,,1.0344690999481827,1.490472799865529,1.9224876000080258,2.242484000045806,2.7464970999863,0.0,0.0,lucky,highwf,
3,s282,3,cooed,co,oo,oe,ed,c,c,o,o,e,d,,0.9426597999408841,1.42245509987697,1.7744696999434382,1.9584878999739885,2.3904464999213815,2.702476599952206,0.0,ccooed,lowwf,
4,s282,4,therm,th,he,er,rm,t,h,e,r,m,,,1.0583997000940144,1.3545204000547528,1.9464124999940395,2.2584335000719875,2.4264766999986023,0.0,0.0,therm,lowwf,
5,s282,5,cheer,ch,he,ee,er,c,h,e,e,r,,,0.9023705997969955,1.2463634999003261,1.4863636000081897,1.6303204998839647,2.1745289999525994,0.0,0.0,cheer,medwf,
6,s282,6,zibja,zi,ib,bj,ja,z,i,b,j,a,,,1.4103214999195188,1.9305487999226898,2.5143995999824256,2.866377499885857,3.01034180005081,0.0,0.0,zibja,pseudo,
7,s282,7,tithe,ti,it,th,he,t,i,t,h,e,,,1.1744864999782294,1.6144002000801265,1.990597000112757,2.318484300049022,2.4944914001971483,0.0,0.0,tithe,lowwf,
8,s282,8,would,wo,ou,ul,ld,w,o,u,l,d,,,0.9062233997974545,1.1143122999928892,1.3622825997881591,1.9224642999470234,2.026310699991882,0.0,0.0,would,highwf,
9,s282,9,therm,th,he,er,rm,h,e,r,m,,,,1.438328499905765,1.6704241000115871,1.9502930000890046,2.118332700105384,0.0,0.0,0.0,herm,lowwf,
10,s282,10,puppy,pu,up,pp,py,p,u,p,p,y,,,1.1542736999690533,1.5542144000064582,1.9142668000422418,2.0822791000828147,2.4103437999729067,0.0,0.0,puppy,medwf,
11,s282,11,think,th,hi,in,nk,t,h,i,n,k,,,0.9423271999694407,1.1102303001098335,1.2943359999917448,1.606253599980846,1.8061550999991596,0.0,0.0,think,highwf,
12,s282,12,vanru,va,an,nr,ru,v,a,n,r,u,,,1.0664198000449687,1.8182043000124395,2.082408000016585,2.3702348000369966,2.546311399899423,0.0,0.0,vanru,pseudo,
13,s282,13,buddy,bu,ud,dd,dy,b,u,d,d,y,,,1.3344620999414474,1.6381762998644263,1.8542277000378817,2.0862960999365896,2.3423252999782562,0.0,0.0,buddy,highwf,
14,s282,14,kremp,kr,re,em,mp,k,r,e,m,p,,,1.0341688999906182,1.2904185999650508,1.5941691999323666,2.2182765998877585,2.594172599958256,0.0,0.0,kremp,pseudo,
15,s282,15,heond,he,eo,on,nd,h,e,o,n,d,,,1.0062231000047177,1.1422527998220176,1.3181046999525279,1.822191399987787,1.9821349999401718,0.0,0.0,heond,pseudo,
16,s282,16,edthe,ed,dt,th,he,e,d,t,h,e,,,0.9860932999290526,1.2981700000818819,1.9462101999670267,2.1062302000354975,2.2340814999770373,0.0,0.0,edthe,pseudo,
17,s282,17,buddy,bu,ud,dd,dy,b,u,d,d,y,,,0.8462012000381947,1.2381120999343693,1.4221286000683904,1.582177999895066,1.7420878999400884,0.0,0.0,buddy,highwf,
18,s282,18,lucky,lu,uc,ck,ky,l,u,c,k,y,,,0.8342871000058949,1.1541006001643836,1.3541904999874532,1.5540084999520332,1.8740781999658793,0.0,0.0,lucky,highwf,
19,s282,19,faqir,fa,aq,qi,ir,f,a,q,i,r,,,1.0059917999897152,1.2381013000849634,1.6700339999515563,2.150116499979049,2.3099897999782115,0.0,0.0,faqir,lowwf,
20,s282,20,lucky,lu,uc,ck,ky,l,u,c,k,y,,,0.7540809998754412,1.0821422000881284,1.2341936000157148,1.4100828999653459,1.7539687999524176,0.0,0.0,lucky,highwf,
21,s282,21,vanru,va,an,nr,ru,v,a,n,r,u,,,1.4220196001697332,1.6299360000994056,1.8221299999859184,2.2220296000596136,2.421926600160077,0.0,0.0,vanru,pseudo,
22,s282,22,there,th,he,er,re,t,h,e,r,e,,,0.8820080000441521,1.1219766000285745,1.2820192000363022,1.441953199915588,1.5620319000445306,0.0,0.0,there,highwf,
23,s282,23,kremp,kr,re,em,mp,k,r,e,m,p,,,1.0698414000216872,1.2378530001733452,1.3658259001094848,1.5418667001649737,1.9420692999847233,0.0,0.0,kremp,pseudo,
24,s282,24,belly,be,el,ll,ly,b,e,l,l,y,,,0.8497635000385344,1.0018456999678165,1.3618874999228865,1.5458742000628263,1.9138591000810266,0.0,0.0,belly,medwf,
25,s282,25,haole,ha,ao,ol,le,h,a,o,,,,,1.7257862000260502,1.909787000156939,3.32592079997994,0.0,0.0,0.0,0.0,hao,lowwf,
26,s282,26,edthe,ed,dt,th,he,e,d,t,h,e,,,1.0342335999011993,1.290000099921599,1.6098509998992085,1.7938379999250174,1.889887500088662,0.0,0.0,edthe,pseudo,
