,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,resp_string,WF Type,BF Type
0,p11,0,puppy,pu,up,pp,py,p,u,p,p,y,space,1.0692864330485463,1.3732649981975555,1.62122933100909,1.757246675901115,2.02134972717613,2.949204759206623,puppyspace,medwf,lowbf
1,p11,1,cheer,ch,he,ee,er,c,h,e,e,r,,0.7853414439596236,0.937355796340853,1.137332968879491,1.2892970629036427,1.537296338006854,0.0,cheer,medwf,highbf
2,p11,2,edthe,ed,dt,th,he,e,d,t,h,e,,0.9411917668767273,1.181229209061712,1.501273435074836,1.6451971069909632,1.8371930909343064,0.0,edthe,pseudo,highbf
3,p11,3,heond,he,eo,on,nd,h,e,o,n,d,,0.8812959799543023,1.0732585517689586,1.2412438890896738,1.4812326678074896,1.6493000499904156,0.0,heond,pseudo,highbf
4,p11,4,about,ab,bo,ou,ut,a,b,o,u,t,,0.7793716401793063,0.9313642610795796,1.107329647988081,1.2674169368110597,1.4833782487548888,0.0,about,highwf,medbf
5,p11,5,druze,dr,ru,uz,ze,d,r,u,z,e,,0.9600286954082549,1.2799569740891457,1.6799594820477068,1.960022509098053,2.2799616013653576,0.0,druze,lowwf,lowbf
6,p11,6,buddy,bu,ud,dd,dy,b,u,d,d,y,,0.8993582250550389,1.099381817970425,1.5474033649079502,1.739352690987289,1.9154197280295193,0.0,buddy,highwf,lowbf
7,p11,7,therm,th,he,er,rm,t,h,e,r,m,,0.8396999267861247,0.9757092860527337,1.167747087776661,1.2957496317103505,1.5197943546809256,0.0,therm,lowwf,highbf
8,p11,8,puppy,pu,up,pp,py,p,u,p,p,y,,0.7960006729699671,1.1078506358899176,1.3718519709073007,1.499860209878534,1.779936061706394,0.0,puppy,medwf,lowbf
9,p11,9,haole,ha,ao,ol,le,h,a,o,l,e,,0.7679261961020529,0.9918798338621855,1.127976459916681,1.3998790397308767,1.5679222038015723,0.0,haole,lowwf,medbf
10,p11,10,there,th,he,er,re,t,h,e,r,e,,0.8280930412001908,0.9720283253118396,1.1000367952510715,1.2200823202729225,1.3481220360845327,0.0,there,highwf,highbf
11,p11,11,puppy,pu,up,pp,py,p,u,p,p,y,,0.8953901883214712,1.2233436619862914,1.4713467010296881,1.615395211149007,1.9274158300831914,0.0,puppy,medwf,lowbf
12,p11,12,belly,be,el,ll,ly,b,e,l,l,y,,0.6520433076657355,0.8759845979511738,1.0839863307774067,1.2680312050506473,1.548031693790108,0.0,belly,medwf,medbf
13,p11,13,lucky,lu,uc,ck,ky,l,u,c,k,y,,0.6073071206919849,0.9033061130903661,1.1753537869080901,1.2793845478445292,1.5833016550168395,0.0,lucky,highwf,lowbf
14,p11,14,tithe,ti,it,th,he,t,i,t,h,e,,1.0028860531747341,1.1629314259625971,1.3388868202455342,1.4748970158398151,1.6588948518037796,0.0,tithe,lowwf,highbf
15,p11,15,vanru,va,an,nr,ru,v,a,n,r,u,,1.0132597610354424,1.1492119561880827,1.3012509858235717,1.4772987710312009,1.6612769882194698,0.0,vanru,pseudo,medbf
16,p11,16,lucky,lu,uc,ck,ky,l,u,c,k,y,,0.6904433420859277,1.0345068788155913,1.250461050774902,1.394509962759912,1.7624920411035419,0.0,lucky,highwf,lowbf
17,p11,17,champ,ch,ha,am,mp,c,h,a,m,p,,0.8543441710062325,0.9824446300044656,1.1583397258073092,1.3104366869665682,1.5663927369751036,0.0,champ,medwf,medbf
18,p11,18,vanru,va,an,nr,ru,v,a,n,r,u,,0.9228892270475626,1.082907946780324,1.250856142025441,1.458878206089139,1.6189215378835797,0.0,vanru,pseudo,medbf
19,p11,19,cooed,co,oo,oe,ed,c,o,o,e,d,,0.8223841292783618,1.0783856213092804,1.2864749981090426,1.486467607319355,1.638382343109697,0.0,cooed,lowwf,medbf
20,p11,20,faqir,fa,aq,qi,ir,f,a,q,i,r,,0.8645790941081941,1.0245850621722639,1.4966245740652084,1.688572100829333,1.8966227448545396,0.0,faqir,lowwf,lowbf
21,p11,21,pykka,py,yk,kk,ka,p,y,k,k,a,,0.8540351702831686,1.230106275063008,1.6620657099410892,1.8220371468923986,1.9900359390303493,0.0,pykka,pseudo,lowbf
22,p11,22,therm,th,he,er,rm,t,h,e,r,m,,0.7620482170023024,0.9060546266846359,1.0740465698763728,1.154042697045952,1.3461388288997114,0.0,therm,lowwf,highbf
23,p11,23,tithe,ti,it,th,he,t,i,t,h,e,,0.7739141331985593,0.9258895623497665,1.085926242172718,1.1979672340676188,1.3418925823643804,0.0,tithe,lowwf,highbf
24,p11,24,think,th,hi,in,nk,t,h,i,n,k,,0.809668845962733,0.9456844087690115,1.0416538179852068,1.2657034490257502,1.4817023877985775,0.0,think,highwf,highbf
25,p11,25,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.0594497518613935,1.2435242431238294,1.523445466067642,1.715575478039682,1.883494455832988,0.0,zibja,pseudo,lowbf
26,p11,26,would,wo,ou,ul,ld,w,o,u,l,d,,0.7853072611615062,0.9212190378457308,1.1052193152718246,1.3452207152731717,1.5132915610447526,0.0,would,highwf,medbf
27,p11,27,vodka,vo,od,dk,ka,v,o,d,k,a,,0.8209575000219047,1.2130426648072898,1.396962072700262,1.5650548650883138,1.7329710847698152,0.0,vodka,medwf,lowbf
