,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,resp_string,WF Type,BF Type
0,s219,0,tithe,ti,it,th,he,t,i,t,h,e,,1.1689555160701275,1.360993676004,1.5370194660499692,1.7050648180302233,1.9290692820213735,0.0,tithe,lowwf,
1,s219,1,puppy,pu,up,pp,py,p,u,p,p,y,,1.1874267950188369,1.4113931440515444,1.6753794110845774,1.8433168340707198,2.203419503988698,0.0,puppy,medwf,
2,s219,2,buddy,bu,ud,dd,dy,b,u,d,d,y,,1.1111794860335067,1.3191852770978585,1.8551776270614937,2.015179672045633,2.1831238890299574,0.0,buddy,highwf,
3,s219,3,druze,dr,ru,uz,ze,d,r,u,z,e,,1.0754642400424927,1.3874805730301887,1.6273552069906145,2.0835113499779254,2.3394358919467777,0.0,druze,lowwf,
4,s219,4,theme,th,he,em,me,t,h,e,m,e,,1.007288335938938,1.1672608819790184,1.3193526869872585,1.5592577899806201,1.7193807259900495,0.0,theme,medwf,
5,s219,5,vodka,vo,od,dk,ka,v,o,s,k,e,,1.6992826919304207,1.8671540259383619,2.131217594956979,2.787302824901417,2.9712828199844807,0.0,voske,medwf,
6,s219,6,buddy,bu,ud,dd,dy,b,u,d,d,y,,1.5034972690045834,1.719393696053885,1.9673233210342005,2.1273180909920484,2.29546668601688,0.0,buddy,highwf,
7,s219,7,therm,th,he,er,rm,t,h,e,r,m,n,0.9874164120992646,1.1793876010924578,1.5153943810146302,1.7474153640214354,1.9954614250455052,1.9954614250455052,thermn,lowwf,
8,s219,8,faqir,fa,aq,qi,ir,f,a,q,i,,,1.2151900139870122,1.7192419919883832,2.0632362270262092,3.3112197970040143,0.0,0.0,faqi,lowwf,
9,s219,9,vodka,vo,od,dk,ka,v,o,d,k,a,,1.4115870329551399,1.6594847119413316,1.9155218589585274,2.179466761997901,2.579500790918246,0.0,vodka,medwf,
