,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.keys.7,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,key_resp.rt.7,resp_string,WF Type,BF Type
0,s180,0,therm,th,he,er,rm,t,h,e,r,m,,,0.6543957379999483,0.7664705489996777,0.8864179689999219,0.9823634169997604,1.0944655900002545,0.0,0.0,therm,lowwf,highbf
1,s180,1,puppy,pu,up,pp,py,p,u,u,p,y,,,1.3379396640002597,1.7700327310003559,1.930055163000361,2.3459104600005958,2.5219595560001835,0.0,0.0,puupy,medwf,lowbf
2,s180,2,there,th,he,er,re,t,h,e,r,e,,,0.5977495840006668,0.7097352580003644,0.8057128080008624,0.8777895140001419,0.981767764000324,0.0,0.0,there,highwf,highbf
3,s180,3,buddy,bu,ud,dd,dy,b,u,d,d,y,,,0.5932394160008698,0.8013464720006596,0.9612887380008033,1.1053391580007883,1.177335229000164,0.0,0.0,buddy,highwf,lowbf
4,s180,4,faqir,fa,aq,qi,ir,f,a,q,i,r,,,0.5339403279995167,0.7339435180001601,1.1420260439999765,1.30996013999993,1.421968927999842,0.0,0.0,faqir,lowwf,lowbf
5,s180,5,edthe,ed,dt,th,he,e,d,t,h,e,,,0.6256730900004186,0.8176217680002082,0.9536971520001316,1.0656874129999778,1.1536696210005175,0.0,0.0,edthe,pseudo,highbf
6,s180,6,vodka,vo,od,dk,ka,v,o,d,k,a,,,0.5897733040001185,0.7337712299995474,0.8778974549995837,1.005926637999437,1.0937730729992836,0.0,0.0,vodka,medwf,lowbf
7,s180,7,cheer,ch,he,ee,er,c,h,e,e,r,,,0.5455513759998212,0.6656095879998247,0.8015401259999635,1.0015425479996338,1.0575163040002735,0.0,0.0,cheer,medwf,highbf
8,s180,8,buddy,bu,ud,dd,dy,b,u,d,d,y,,,0.5260785500004204,0.7101100540003245,0.8622114990002956,0.9981571640000766,1.134088120999877,0.0,0.0,buddy,highwf,lowbf
9,s180,9,there,th,he,er,re,t,h,e,r,e,,,0.4980058020000797,0.6019331300003614,0.6820476490001965,0.7780321340005685,0.8580522980000751,0.0,0.0,there,highwf,highbf
10,s180,10,kremp,kr,re,em,mp,k,r,e,m,p,,,0.5021207580002738,0.7100233119999757,0.8140866040002948,0.9900860999996439,1.2540160629996535,0.0,0.0,kremp,pseudo,medbf
11,s180,11,cooed,co,oo,oe,ed,c,o,o,e,d,,,0.5461518289994274,0.7142377509999278,0.8902334899994457,0.9861919400000261,1.1542367919992103,0.0,0.0,cooed,lowwf,medbf
12,s180,12,tithe,ti,it,th,he,t,i,t,h,e,,,0.5262839369997891,0.6622372000001633,0.7981669480004712,0.9262846430001446,0.982239140999809,0.0,0.0,tithe,lowwf,highbf
13,s180,13,belly,be,el,ll,ly,b,e,l,l,y,,,0.49754022200067993,0.6736571790006565,0.9136075000005803,1.0496055680005156,1.1376577840001119,0.0,0.0,belly,medwf,medbf
14,s180,14,about,ab,bo,ou,ut,a,b,o,t,,,,0.49394203599968023,0.5979819399999542,0.8220351299996764,1.0939218470002743,0.0,0.0,0.0,abot,highwf,medbf
15,s180,15,therm,th,he,er,rm,t,h,e,r,m,,,0.4979276590001973,0.5699721499995576,0.7139917349995812,0.7779148290001103,0.8900128569994195,0.0,0.0,therm,lowwf,highbf
16,s180,16,cheer,ch,he,ee,er,c,h,e,e,r,,,0.501691493999715,0.6055975369999942,0.7335615459996916,0.9175846349999119,0.9737069379998502,0.0,0.0,cheer,medwf,highbf
17,s180,17,cooed,co,oo,oe,ed,c,o,o,e,d,,,0.5056659620004211,0.6816466000000219,0.8497197349997805,1.2897373929999958,1.4818056459998843,0.0,0.0,cooed,lowwf,medbf
18,s180,18,buddy,bu,ud,dd,dy,b,u,d,d,y,,,0.517538701000376,0.6935668070000247,0.8935571460006031,1.0296869640005752,1.1656151480001427,0.0,0.0,buddy,highwf,lowbf
19,s180,19,cheer,ch,he,ee,er,c,h,e,e,r,,,0.46569477499997447,0.553746081999634,0.6817079259999446,0.8177349359993968,0.9136729989995729,0.0,0.0,cheer,medwf,highbf
20,s180,20,edthe,ed,dt,th,he,e,d,t,h,e,,,0.5574936299999536,0.7333855980004955,0.8375080000005255,0.9333832490001441,1.0213868470000307,0.0,0.0,edthe,pseudo,highbf
21,s180,21,tithe,ti,it,th,he,t,i,t,h,e,,,0.4738700300003984,0.5619358280000597,0.6819157570007519,0.7619415330000265,0.8419328250001854,0.0,0.0,tithe,lowwf,highbf
22,s180,22,therm,th,he,er,rm,t,h,e,r,m,,,0.47760330399978557,0.5496543910003311,0.6696406210003261,0.7416750359998332,0.8536229979999916,0.0,0.0,therm,lowwf,highbf
23,s180,23,zibja,zi,ib,bj,ja,z,i,b,j,a,,,0.6555828930004282,0.8875819060003778,1.0314595840000038,1.3276103469997906,1.6394880090001607,0.0,0.0,zibja,pseudo,lowbf
