,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,resp_string,WF Type,BF Type
0,20,0,druze,dr,ru,uz,ze,d,r,u,z,e,,1.2208512569777668,1.3728516311384737,1.6769520621746778,1.8129204702563584,2.0049176602624357,0.0,druze,lowwf,lowbf
1,20,1,tithe,ti,it,th,he,t,i,t,h,e,,0.9612997802905738,1.217166314367205,1.345258956309408,1.6892328141257167,1.8571952902711928,0.0,tithe,lowwf,highbf
2,20,2,lucky,lu,uc,ck,ky,l,u,c,k,y,,1.2052485877647996,1.4212156161665916,1.7811362179927528,1.9171265307813883,2.285235858988017,0.0,lucky,highwf,lowbf
3,20,3,cooed,co,oo,oe,ed,c,o,o,e,d,,1.0331642902456224,1.28107794187963,1.4010767759755254,1.5052290610037744,1.6731471130624413,0.0,cooed,lowwf,medbf
4,20,4,lucky,lu,uc,ck,ky,l,u,c,k,y,,1.5251647396944463,1.7810343806631863,2.2210175027139485,2.4610612569376826,2.669085531961173,0.0,lucky,highwf,lowbf
5,20,5,would,wo,ou,ul,ld,w,o,u,l,f,,1.112951731774956,1.2409793571569026,1.3049815529957414,1.5208470509387553,1.6489607691764832,0.0,woulf,highwf,medbf
6,20,6,think,th,hi,in,nk,t,h,i,n,k,,1.2132466132752597,1.2931586899794638,1.4371973942033947,1.6372229009866714,1.7971923439763486,0.0,think,highwf,highbf
7,20,7,cooed,co,oo,oe,ed,c,o,o,e,d,,0.9771470110863447,1.209257906768471,1.3372692167758942,1.4332089577801526,1.6332521317526698,0.0,cooed,lowwf,medbf
8,20,8,faqir,fa,aq,qi,ir,f,a,q,,,,1.3735068910755217,1.677346719428897,2.7013702411204576,0.0,0.0,0.0,faq,lowwf,lowbf
9,20,9,druze,dr,ru,uz,ze,d,r,u,z,e,w,1.1133892009966075,1.3133619162254035,1.5293198032304645,1.7053234349004924,1.8893056302331388,1.8973312508314848,druzew,lowwf,lowbf
10,20,10,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.2449475838802755,1.3808989617973566,1.5888844728469849,1.9329850957728922,2.004978341050446,0.0,zibja,pseudo,lowbf
11,20,11,think,th,hi,in,nk,t,h,i,n,k,,1.0652608899399638,1.1291604209691286,1.3212813097052276,1.5212323879823089,1.6811653296463192,0.0,think,highwf,highbf
12,20,12,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.1331141008995473,1.2051018588244915,1.501105584204197,1.933191908057779,1.9971893820911646,0.0,zibja,pseudo,lowbf
13,20,13,there,th,he,er,re,t,h,e,r,e,,0.8809019881300628,0.9608441619202495,1.1369308922439814,1.328873768914491,1.416800505015999,0.0,there,highwf,highbf
14,20,14,lucky,lu,uc,ck,ky,l,u,c,k,y,,0.973113392945379,1.2930363100022078,1.7091099410317838,1.8291124277748168,2.053145662881434,0.0,lucky,highwf,lowbf
15,20,15,vodka,vo,od,dk,ka,v,o,d,k,a,,1.2652236092835665,1.4412796669639647,1.8972276062704623,2.2333784862421453,2.329187504015863,0.0,vodka,medwf,lowbf
16,20,16,champ,ch,ha,am,mp,c,h,a,m,p,,1.077037916984409,1.229086082894355,1.3890464790165424,1.5331505849026144,1.8371229385957122,0.0,champ,medwf,medbf
17,20,17,belly,be,el,ll,ly,b,e,l,l,y,,0.8890327708795667,1.008960846811533,1.441085937898606,1.6009507812559605,1.8650677450932562,0.0,belly,medwf,medbf
18,20,18,cheer,ch,he,ee,er,c,h,e,e,r,,0.8289000899530947,0.9809158821590245,1.1489522634074092,1.3008782612159848,1.388952606357634,0.0,cheer,medwf,highbf
19,20,19,therm,th,he,er,rm,t,h,e,r,e,,0.8087945133447647,0.9448148743249476,1.0728098209947348,1.1448267372325063,1.3448218433186412,0.0,there,lowwf,highbf
20,20,20,vodka,vo,od,dk,ka,v,o,d,k,a,,1.1332136946730316,1.309201237745583,2.0611217180266976,2.1971762399189174,2.3091712836176157,0.0,vodka,medwf,lowbf
21,20,21,heond,he,eo,on,nd,h,e,o,n,,,1.3371540741063654,1.4491439182311296,1.697165884077549,1.9930853452533484,0.0,0.0,heon,pseudo,highbf
22,20,22,theme,th,he,em,me,t,h,e,m,e,,0.8290557377040386,0.9411865547299385,1.085158471018076,1.3011004948057234,1.4451840948313475,0.0,theme,medwf,highbf
23,20,23,edthe,ed,dt,th,he,e,d,t,h,e,,1.1851658709347248,1.3531538951210678,1.5691916919313371,1.6730896648950875,1.7770722131244838,0.0,edthe,pseudo,highbf
24,20,24,about,ab,bo,ou,ut,a,b,o,u,t,,0.933149001095444,1.0371743272989988,1.3491628281772137,1.4131069122813642,1.5890589291229844,0.0,about,highwf,medbf
25,20,25,champ,ch,ha,am,mp,c,h,a,m,o,,0.9770178711041808,1.097133839968592,1.2490963842719793,1.393034626264125,1.5690609170123935,0.0,chamo,medwf,medbf
26,20,26,lucky,lu,uc,ck,ky,l,u,c,k,y,,1.5491296788677573,1.7811294817365706,1.941170888952911,2.1011029789224267,2.357226031832397,0.0,lucky,highwf,lowbf
27,20,27,edthe,ed,dt,th,he,e,d,t,h,e,,1.2490230067633092,1.4730761358514428,1.7450394597835839,1.8809798448346555,1.9690368720330298,0.0,edthe,pseudo,highbf
28,20,28,buddy,bu,ud,dd,dy,b,e,d,d,y,,0.8848772970959544,1.004994407761842,1.9649179801344872,2.0849741641432047,2.2768570091575384,0.0,beddy,highwf,lowbf
29,20,29,vodka,vo,od,dk,ka,v,o,d,k,a,,1.040880074724555,1.2009012890048325,1.6088824938051403,1.760985029861331,1.8809045879170299,0.0,vodka,medwf,lowbf
