,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,resp_string,WF Type,BF Type
0,s279,0,there,th,he,er,re,t,h,e,r,e,,1.1363932001404464,1.3445065000560135,1.5524903000332415,1.8563757000956684,2.056497999932617,0.0,there,highwf,
1,s279,1,belly,be,el,ll,ly,b,e,l,l,y,,1.08441390004009,1.3645689999684691,1.6763959999661893,1.8204772998578846,2.2443822999484837,0.0,belly,medwf,
2,s279,2,buddy,bu,ud,dd,dy,b,u,d,d,y,,1.064297999953851,1.3442952998448163,1.608320300001651,1.808293999871239,2.0643342998810112,0.0,buddy,highwf,
3,s279,3,pykka,py,yk,kk,ka,p,y,k,k,a,,1.3323435001075268,1.700320400064811,2.2123398000840098,2.3724544001743197,2.540359199978411,0.0,pykka,pseudo,
4,s279,4,buddy,bu,ud,dd,dy,b,u,d,d,y,,1.1363349999301136,1.4164128999691457,1.8644671998918056,2.072463900083676,2.3283243998885155,0.0,buddy,highwf,
5,s279,5,lucky,lu,uc,ck,ky,l,u,c,k,y,,1.1403189999982715,1.53250480000861,1.8124420000240207,2.0523047999013215,2.3722979000303894,0.0,lucky,highwf,
6,s279,6,would,wo,ou,ul,ld,w,o,u,l,d,,1.0722983998712152,1.4002586998976767,1.6482656998559833,2.1122672997880727,2.384298199787736,0.0,would,highwf,
7,s279,7,therm,th,he,er,rm,t,h,e,r,m,,0.9323140000924468,1.172370000043884,1.364419300109148,1.5722827999852598,1.7803764001000673,0.0,therm,lowwf,
8,s279,8,belly,be,el,ll,ly,b,e,l,l,l,y,0.8722568000666797,1.128472999902442,1.376266699982807,1.5203390000388026,2.1522405999712646,2.5362255999352783,bellly,medwf,
9,s279,9,vanru,va,an,nr,ru,v,a,n,r,u,,1.0602549000177532,1.3722310001030564,1.6763977000955492,1.9002932999283075,2.124222799902782,0.0,vanru,pseudo,
10,s279,10,kremp,kr,re,em,mp,k,r,e,m,p,,1.6004636001307517,1.9202189999632537,2.1761931001674384,2.352376200025901,2.64832659997046,0.0,kremp,pseudo,
11,s279,11,think,th,hi,in,nk,t,h,i,n,k,,0.9642123999074101,1.1961965998634696,1.4041810999624431,1.6761859999969602,1.8682848999742419,0.0,think,highwf,
12,s279,12,vodka,vo,od,dk,ka,v,o,d,k,a,,1.0481694000773132,1.4081685000564903,1.7361755000893027,2.136113899992779,2.4003695000428706,0.0,vodka,medwf,
13,s279,13,think,th,hi,in,nk,t,h,i,n,k,,0.8681495999917388,1.1401895999442786,1.3562344000674784,1.636368100065738,1.8361237000208348,0.0,think,highwf,
14,s279,14,about,ab,bo,ou,ut,a,b,o,u,t,,0.7843376998789608,1.1280867999885231,1.4080872999038547,1.7040881998836994,1.896085900021717,0.0,about,highwf,
15,s279,15,think,th,hi,in,nk,t,h,i,n,k,,0.8441432998515666,1.0761130000464618,1.308115900028497,1.5720998998731375,1.8362697998527437,0.0,think,highwf,
16,s279,16,faqir,fa,aq,qi,ir,f,a,q,u,i,r,1.1120887000579387,1.4400911000557244,1.944078299915418,2.21626319992356,2.472168799955398,2.6561859000939876,faquir,lowwf,
17,s279,17,cheer,ch,he,ee,er,c,h,e,e,r,,1.0120222000405192,1.2840207000263035,1.5560419000685215,1.7240039999596775,1.972024800023064,0.0,cheer,medwf,
18,s279,18,theme,th,he,em,me,t,h,e,m,e,,0.896061799954623,1.1361040999181569,1.3841208999510854,1.6001426000148058,1.808152899844572,0.0,theme,medwf,
19,s279,19,vanru,va,an,nr,ru,v,a,n,r,u,,1.1559480000287294,1.411973400041461,1.692128400085494,1.9320968999527395,2.172121800016612,0.0,vanru,pseudo,
20,s279,20,edthe,ed,dt,th,he,e,d,t,h,e,,1.5279959000181407,1.7759982999414206,2.151985300006345,2.351912199985236,2.5600890000350773,0.0,edthe,pseudo,
21,s279,21,haole,ha,ao,ol,le,h,a,o,l,e,,1.363983399933204,1.851960300002247,2.0679596001282334,2.332214100053534,2.5160807000938803,0.0,haole,lowwf,
22,s279,22,puppy,pu,up,pp,py,p,u,p,p,y,,1.0639734999276698,1.4239467999432236,1.7599661001004279,1.9440665999427438,2.271940500009805,0.0,puppy,medwf,
23,s279,23,edthe,ed,dt,th,he,e,d,t,h,e,,1.2116793000604957,1.5076482000295073,1.8595926999114454,2.0676547999028116,2.2757844000589103,0.0,edthe,pseudo,
24,s279,24,faqir,fa,aq,qi,ir,f,a,q,i,r,,1.1199096001219004,1.4318838000763208,1.9119011999573559,2.239888400072232,2.471901100128889,0.0,faqir,lowwf,
25,s279,25,vanru,va,an,nr,ru,v,a,n,r,u,,1.0119492998346686,1.3318773999344558,1.6039352000225335,1.803992799948901,2.027861800044775,0.0,vanru,pseudo,
26,s279,26,pykka,py,yk,kk,ka,p,y,k,k,a,,1.0958582998719066,1.5838676998391747,2.023839399917051,2.183839499950409,2.40782369999215,0.0,pykka,pseudo,
27,s279,27,about,ab,bo,ou,ut,a,b,o,u,t,,0.8918728998396546,1.1798699998762459,1.4678581999614835,1.755939999828115,1.9559976998716593,0.0,about,highwf,
28,s279,28,haole,ha,ao,ol,le,h,a,o,l,e,,1.0078636000398546,1.2637591001112014,1.5518034000415355,1.8798136000987142,2.0557848000898957,0.0,haole,lowwf,
29,s279,29,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.2678021001629531,1.667862000176683,2.267792100086808,2.507803900167346,2.707834600005299,0.0,zibja,pseudo,
30,s279,30,heond,he,eo,on,nd,h,e,o,n,d,,1.1277906999457628,1.4717647000215948,1.8798014998901635,2.303780399961397,2.655775299994275,0.0,heond,pseudo,
31,s279,31,puppy,pu,up,pp,py,p,u,p,p,y,,0.9477729999925941,1.2757618001196533,1.6038605000358075,1.7956898000556976,2.0996926000807434,0.0,puppy,medwf,
32,s279,32,vodka,vo,od,dk,ka,v,o,d,k,a,,0.9917362998239696,1.335706999991089,1.7037227000109851,2.023728499887511,2.159850599942729,0.0,vodka,medwf,
33,s279,33,kremp,kr,re,em,mp,k,r,e,m,p,,1.411716900067404,1.715697400039062,1.9558143999893218,2.155718900030479,2.419704800006002,0.0,kremp,pseudo,
34,s279,34,edthe,ed,dt,th,he,e,d,t,h,e,,1.007689000107348,1.2637925001326948,1.5757836000993848,1.807695999974385,1.9997173000592738,0.0,edthe,pseudo,
35,s279,35,cooed,co,oo,oe,ed,c,o,o,e,d,,1.0674858000129461,1.4836425001267344,1.6755914001259953,1.8834436000324786,2.155478300061077,0.0,cooed,lowwf,
36,s279,36,there,th,he,er,re,t,h,e,r,e,,0.879621900152415,1.1115997000597417,1.2715449000243098,1.5515383000019938,1.8076184999663383,0.0,there,highwf,
37,s279,37,tithe,ti,it,th,he,t,i,t,h,e,,1.099711700109765,1.3236084000673145,1.5396901001222432,1.7317393000703305,1.931699400069192,0.0,tithe,lowwf,
38,s279,38,vanru,va,an,nr,ru,v,a,n,r,u,,0.9035895999986678,1.1837407001294196,1.4236720001790673,1.7756592000368983,2.023558000102639,0.0,vanru,pseudo,
39,s279,39,think,th,hi,in,nk,t,h,i,n,k,,0.8997514001093805,1.1475609000772238,1.3716830001212656,1.6595772001892328,1.8835344000253826,0.0,think,highwf,
40,s279,40,cheer,ch,he,ee,er,c,h,e,e,r,,1.023505600169301,1.3195160999894142,1.5835780000779778,1.783771000104025,2.063493200112134,0.0,cheer,medwf,
41,s279,41,lucky,lu,uc,ck,ky,l,u,c,k,y,,0.9394950999412686,1.3714813999831676,1.5954704999458045,1.835454999934882,2.139467000029981,0.0,lucky,highwf,
42,s279,42,haole,ha,ao,ol,le,h,a,o,l,e,,1.0154649000614882,1.26357590011321,1.5594298001378775,1.8074434001464397,1.9994346001185477,0.0,haole,lowwf,
43,s279,43,druze,dr,ru,uz,ze,d,r,u,z,e,,0.9074495998211205,1.2754369999747723,1.6674625999294221,1.8674272999633104,2.195423899916932,0.0,druze,lowwf,
44,s279,44,lucky,lu,uc,ck,ky,l,u,c,k,y,,0.9433786999434233,1.3114368000533432,1.5513502000831068,1.7594097000546753,2.103360200067982,0.0,lucky,highwf,
45,s279,45,buddy,bu,ud,dd,dy,b,u,d,d,y,,0.9794115999247879,1.2674264998640865,1.555417399853468,1.7553470998536795,2.1634803998749703,0.0,buddy,highwf,
46,s279,46,cooed,co,oo,oe,ed,c,o,o,e,d,,1.0153936999849975,1.4553787000477314,1.6153526999987662,1.8393596999812871,2.095378200057894,0.0,cooed,lowwf,
47,s279,47,druze,dr,ru,uz,ze,d,r,u,z,e,,1.115338700124994,1.4353473000228405,1.7553183001000434,1.9474216001108289,2.3073250001762062,0.0,druze,lowwf,
48,s279,48,belly,be,el,ll,ly,b,e,l,l,y,,0.9513274000491947,1.2232935000211,1.4952648999169469,1.6393208000808954,1.9912996999919415,0.0,belly,medwf,
49,s279,49,vodka,vo,od,dk,ka,v,o,d,k,a,,1.0512679000385106,1.3792612999677658,1.6193835998419672,1.87535829981789,2.067315199878067,0.0,vodka,medwf,
50,s279,50,puppy,pu,up,pp,py,p,u,p,p,y,,0.9513002999592572,1.2792279000859708,1.6072222001384944,1.7913111001253128,2.1033723999280483,0.0,puppy,medwf,
51,s279,51,vodka,vo,od,dk,ka,v,o,d,k,a,,0.9552227999083698,1.2912095999345183,1.5632158999796957,1.7711946999188513,2.0832108999602497,0.0,vodka,medwf,
52,s279,52,tithe,ti,it,th,he,t,i,t,h,e,,0.9752110000699759,1.2071734999772161,1.4233457001391798,1.6312945999670774,1.855156100122258,0.0,tithe,lowwf,
53,s279,53,there,th,he,er,re,t,h,e,r,e,,0.9631588999181986,1.1871247999370098,1.3952444000169635,1.6511611000169069,1.883151900023222,0.0,there,highwf,
54,s279,54,therm,th,he,er,rm,t,h,e,r,m,,0.9833463998511434,1.1833032998256385,1.3592656999826431,1.559241799870506,1.7830953998491168,0.0,therm,lowwf,
55,s279,55,cheer,ch,he,ee,er,c,h,e,e,r,,0.9871207000687718,1.2750886001158506,1.4831606999505311,1.6673816998954862,1.8675228001084179,0.0,cheer,medwf,
56,s279,56,belly,be,el,ll,ly,b,e,l,l,y,space,0.871133100008592,1.1270894000772387,1.4070838999468833,1.5751934999134392,1.90322560002096,2.1270773999858648,bellyspace,medwf,
57,s279,57,theme,th,he,em,me,t,h,e,m,e,,0.8991096999961883,1.1072426999453455,1.315074399812147,1.5470658999402076,1.7149961998220533,0.0,theme,medwf,
58,s279,58,lucky,lu,uc,ck,ky,l,u,c,k,y,,0.9032757999375463,1.25503859994933,1.4631358999758959,1.671111400006339,1.9510279998648912,0.0,lucky,highwf,
59,s279,59,kremp,kr,re,em,mp,k,r,e,m,p,,1.0510022998787463,1.2910380999092013,1.4989852998405695,1.6670115999877453,1.9069955998566002,0.0,kremp,pseudo,
60,s279,60,pykka,py,yk,kk,ka,p,y,k,k,a,,1.0789946999866515,1.4229626001324505,1.870977200102061,2.007086999947205,2.222952099982649,0.0,pykka,pseudo,
61,s279,61,buddy,bu,ud,dd,dy,b,u,d,d,y,,1.0990143998060375,1.3789332997985184,1.6349615999497473,1.7950684998650104,1.9710949999280274,0.0,buddy,highwf,
62,s279,62,therm,th,he,er,rm,t,h,e,r,m,,0.8869566000066698,1.0948417000472546,1.26295610005036,1.4469294999726117,1.6228225000668317,0.0,therm,lowwf,
63,s279,63,kremp,kr,re,em,mp,k,r,e,m,p,,1.0669221000280231,1.2748706000857055,1.474869699915871,1.6589210000820458,1.9389027000870556,0.0,kremp,pseudo,
64,s279,64,therm,th,he,er,rm,t,h,e,r,m,,0.8148831999860704,1.0070063001476228,1.174981800140813,1.366866100113839,1.5429972000420094,0.0,therm,lowwf,
65,s279,65,puppy,pu,up,pp,py,p,u,p,p,y,,1.0188480999786407,1.3468335000798106,1.7388470000587404,1.8989277000073344,2.1948184999637306,0.0,puppy,medwf,
66,s279,66,belly,be,el,ll,ly,b,e,l,y,,,0.9508762001059949,1.1187839000485837,1.5988237001001835,2.110789699945599,0.0,0.0,bely,medwf,
67,s279,67,tithe,ti,it,th,he,t,i,t,h,e,,1.0267928999383003,1.4670559999067336,1.6748537998646498,1.8588486998341978,2.0109043999109417,0.0,tithe,lowwf,
68,s279,68,would,wo,ou,ul,ld,w,o,u,l,d,,0.9587765000760555,1.1588912999723107,1.4387545001227409,1.814799499930814,2.006849199999124,0.0,would,highwf,
69,s279,69,haole,ha,ao,ol,le,h,a,o,l,e,,1.1387239000760019,1.4346867001149803,1.634800000116229,1.8508129001129419,2.0188134000636637,0.0,haole,lowwf,
70,s279,70,faqir,fa,aq,qi,ir,f,a,q,i,r,,1.0466814001556486,1.462674500187859,2.038674300070852,2.2626724001020193,2.4386745002120733,0.0,faqir,lowwf,
71,s279,71,lucky,lu,uc,ck,ky,l,u,c,k,y,,1.0426556000020355,1.3626975999213755,1.5787428000476211,1.7787597000133246,2.0427568999584764,0.0,lucky,highwf,
72,s279,72,vodka,vo,od,dk,ka,v,o,d,k,a,,0.926602000137791,1.2145663001574576,1.3987155000213534,1.6229471999686211,1.7747047999873757,0.0,vodka,medwf,
73,s279,73,cheer,ch,he,ee,er,c,h,e,e,r,,0.83466129982844,1.1385935998987406,1.3385645998641849,1.5147029999643564,1.706693499814719,0.0,cheer,medwf,
74,s279,74,there,th,he,er,re,t,h,e,r,e,,0.7822374000679702,1.014212799957022,1.1662705999333411,1.3903961000032723,1.5822260999120772,0.0,there,highwf,
75,s279,75,vanru,va,an,nr,ru,v,a,n,r,u,,0.9145730000454932,1.2105240998789668,1.4426380000077188,1.6346656999085099,1.8185423999093473,0.0,vanru,pseudo,
76,s279,76,champ,ch,ha,am,mp,c,h,a,m,p,,1.0304989002179354,1.6704968002159148,1.8864791002124548,2.1026161001063883,2.342612500069663,0.0,champ,medwf,
77,s279,77,cooed,co,oo,oe,ed,c,o,o,e,d,,0.8985176000278443,1.2506872999947518,1.4024046999402344,1.5625754001084715,1.7784460000693798,0.0,cooed,lowwf,
78,s279,78,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.1026409000623971,1.398611000040546,1.8304548000451177,2.04645699984394,2.2545268998946995,0.0,zibja,pseudo,
79,s279,79,edthe,ed,dt,th,he,e,d,t,h,e,,0.9545642999000847,1.1625325998757035,1.458533599972725,1.6424186998046935,1.8344107000157237,0.0,edthe,pseudo,
80,s279,80,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.0063679001759738,1.2944679001811892,1.9024712000973523,2.1583716000895947,2.3343842001631856,0.0,zibja,pseudo,
81,s279,81,kremp,kr,re,em,mp,k,r,e,m,p,,1.0583742000162601,1.2743420000188053,1.4823294999077916,1.6583318000193685,1.9223589999601245,0.0,kremp,pseudo,
82,s279,82,heond,he,eo,on,nd,h,e,o,n,d,,1.1743360001128167,1.358312499942258,1.6144242999143898,1.9343129000626504,2.2142922999337316,0.0,heond,pseudo,
83,s279,83,pykka,py,yk,kk,ka,p,y,k,k,a,,0.9702988001517951,1.2822732999920845,1.6822820999659598,1.8262160001322627,1.994255900150165,0.0,pykka,pseudo,
84,s279,84,tithe,ti,it,th,he,t,i,t,h,e,,0.9422357999719679,1.1262924000620842,1.3183464999310672,1.502331499941647,1.6701984000392258,0.0,tithe,lowwf,
85,s279,85,about,ab,bo,ou,ut,a,b,o,u,t,,0.7382324999198318,1.018289899919182,1.2742091999389231,1.5303966000210494,1.7143045000266284,0.0,about,highwf,
86,s279,86,theme,th,he,em,me,t,h,e,m,e,,0.886204200098291,1.1023347999434918,1.3741985000669956,1.6061669001355767,1.766202999977395,0.0,theme,medwf,
87,s279,87,there,th,he,er,re,t,h,e,r,e,,0.8101973000448197,0.994290699949488,1.1781903998926282,1.394317700061947,1.6503761999774724,0.0,there,highwf,
88,s279,88,faqir,fa,aq,qi,ir,f,a,q,i,r,,1.3504799001384526,1.606156799942255,2.030227600131184,2.302111699944362,2.5181247000582516,0.0,faqir,lowwf,
89,s279,89,druze,dr,ru,uz,ze,d,r,u,z,e,,1.234077800065279,1.506099799880758,1.8580799999181181,2.0821467000059783,2.4740726999007165,0.0,druze,lowwf,
90,s279,90,theme,th,he,em,me,t,h,e,m,e,,0.9260919999796897,1.1742501999251544,1.4300498000811785,1.6460649000946432,1.7980269000399858,0.0,theme,medwf,
91,s279,91,druze,dr,ru,uz,ze,d,r,u,z,e,,0.9381235998589545,1.2420659000054002,1.5781087998766452,1.7380790000315756,2.154472699854523,0.0,druze,lowwf,
92,s279,92,would,wo,ou,ul,ld,w,o,u,l,d,,1.0300062999594957,1.2539827001746744,1.5179739000741392,1.9659889000467956,2.166163200046867,0.0,would,highwf,
93,s279,93,faqir,fa,aq,qi,ir,f,a,q,i,r,,0.9139833999797702,1.337972599780187,1.769995499867946,2.089971999870613,2.2901774998754263,0.0,faqir,lowwf,
94,s279,94,cheer,ch,he,ee,er,c,h,e,e,r,,1.2299631999339908,1.4859171998687088,1.6859251998830587,1.8619132998865098,2.102065399987623,0.0,cheer,medwf,
95,s279,95,about,ab,bo,ou,ut,a,b,o,u,t,,0.7059382998850197,0.9859277999494225,1.2499857998918742,1.545889399945736,1.7378756999969482,0.0,about,highwf,
96,s279,96,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.150057899998501,1.4538983998354524,1.821911099832505,2.021879500010982,2.2220743999350816,0.0,zibja,pseudo,
97,s279,97,heond,he,eo,on,nd,h,e,o,n,d,,1.0340007001068443,1.2738147000782192,1.4579427000135183,1.722000400070101,1.9058249001391232,0.0,heond,pseudo,
98,s279,98,therm,th,he,er,rm,t,h,e,r,m,,0.8858208998572081,1.0778212000150234,1.2458775998093188,1.4457880000118166,1.6538054998964071,0.0,therm,lowwf,
99,s279,99,puppy,pu,up,pp,py,p,u,p,p,y,,1.0339647999498993,1.3217903999611735,1.6257934998720884,1.801774200052023,2.10577329993248,0.0,puppy,medwf,
100,s279,100,edthe,ed,dt,th,he,e,d,t,h,e,,0.9577380998525769,1.2057308999355882,1.4937223999295384,1.6777689999435097,1.861837700009346,0.0,edthe,pseudo,
101,s279,101,pykka,py,yk,kk,ka,p,y,k,k,a,,0.9537178000900894,1.3379093001130968,1.7296870001591742,1.865777000086382,2.049673300003633,0.0,pykka,pseudo,
102,s279,102,heond,he,eo,on,nd,h,e,o,n,d,,0.9417173999827355,1.1898252998944372,1.3738154000602663,1.6218234000261873,1.7977285999804735,0.0,heond,pseudo,
103,s279,103,cooed,co,oo,oe,ed,c,o,o,e,d,,0.9536552000790834,1.2738057000096887,1.4417481001000851,1.5856261001899838,1.8016403000801802,0.0,cooed,lowwf,
104,s279,104,tithe,ti,it,th,he,t,i,t,h,e,,0.9656006000004709,1.157698799856007,1.3416618998162448,1.5095961999613792,1.7015949999913573,0.0,tithe,lowwf,
105,s279,105,heond,he,eo,on,nd,h,e,o,n,d,,0.9455814000684768,1.1855856000911444,1.3615695000626147,1.6495624999515712,1.8416967000812292,0.0,heond,pseudo,
106,s279,106,zibja,zi,ib,bj,ja,z,i,b,j,a,,1.0295494999736547,1.309699600096792,1.7095489001367241,1.8936724001541734,2.0856370001565665,0.0,zibja,pseudo,
107,s279,107,champ,ch,ha,am,mp,c,h,a,m,p,,0.9215269000269473,1.1456347000785172,1.3776690000668168,1.6015657999087125,1.8975066000130028,0.0,champ,medwf,
108,s279,108,haole,ha,ao,ol,le,h,a,o,l,e,,1.0855189999565482,1.3175226000603288,1.5736793999094516,1.8214907001238316,2.029491600114852,0.0,haole,lowwf,
109,s279,109,druze,dr,ru,uz,ze,d,r,u,z,e,,0.9374420000240207,1.2094413000158966,1.481423299992457,1.6655542999505997,2.0494520999491215,0.0,druze,lowwf,
110,s279,110,champ,ch,ha,am,mp,c,h,a,m,p,,0.8614269001409411,1.1094345999881625,1.2935158000327647,1.5175189999863505,1.8214002000167966,0.0,champ,medwf,
111,s279,111,would,wo,ou,ul,ld,w,o,u,l,d,,0.9853862000163645,1.1935066001024097,1.4574673001188785,1.8253848999738693,2.0333760001230985,0.0,would,highwf,
112,s279,112,champ,ch,ha,am,mp,c,h,a,m,p,,0.8693663000594825,1.0693157999776304,1.2934436998330057,1.4853097000159323,1.7413317998871207,0.0,champ,medwf,
113,s279,113,theme,th,he,em,me,t,h,e,m,e,,0.8813477999065071,1.0414569999556988,1.2653188998810947,1.4654683999251574,1.6173274999018759,0.0,theme,medwf,
114,s279,114,cooed,co,oo,oe,ed,c,o,o,e,d,,0.8453383001033217,1.1653869000729173,1.3173599999863654,1.4694370001088828,1.7013016000855714,0.0,cooed,lowwf,
115,s279,115,would,wo,ou,ul,ld,w,o,u,l,d,,0.8412418998777866,1.1132535999640822,1.3534305000212044,1.7532017999328673,1.969315499998629,0.0,would,highwf,
116,s279,116,think,th,hi,in,nk,t,h,i,n,k,,0.8133101998828351,1.0131826000288129,1.2133019999600947,1.4692438999190927,1.6211754998657852,0.0,think,highwf,
117,s279,117,champ,ch,ha,am,mp,c,h,a,m,p,,0.9532675999216735,1.16931529995054,1.3771857998799533,1.5933377998881042,1.857322599971667,0.0,champ,medwf,
118,s279,118,about,ab,bo,ou,ut,a,b,o,u,t,,0.7011687001213431,0.9811591000761837,1.2451464000623673,1.4932570001110435,1.6612760999705642,0.0,about,highwf,
119,s279,119,buddy,bu,ud,dd,dy,b,u,d,d,y,,0.985136300092563,1.2651672000065446,1.5052334000356495,1.6971519000362605,1.865118999965489,0.0,buddy,highwf,
120,s279,120,vanru,va,an,nr,ru,v,a,n,r,u,,1.1776296000462025,1.4256297000683844,1.649617100134492,1.841598100028932,2.041588200023398,0.0,vanru,pseudo,
121,s279,121,edthe,ed,dt,th,he,e,d,t,h,e,,0.9415857999119908,1.2135872000362724,1.5095406000036746,1.6616962999105453,1.8215810998808593,0.0,edthe,pseudo,
