,sID,mean_IKI,sd_IKI,cv_IKI,mean_RT,sd_RT,cv_RT,mean_deltaiki,total_deltaiki,mean_deltart,total_error
11,s198,160.2833132814232,85.55319886192063,0.5334768448341138,725.4109434559122,128.47014243949914,0.17671936184178758,-0.00624645993305965,-0.01465907966301433,-0.01498412748750825,11
12,s207,164.63082813885234,85.43332764892688,0.5186370233773648,869.909960929261,191.21404855532126,0.21929723190829614,-0.0010825175740686228,-0.020852465113505806,4.183298527843237e-05,53
13,s209,134.53596973068167,71.29637008090384,0.5296456753052237,847.5023336325366,132.06912017196436,0.1554835463226705,-0.0003939892858385759,-0.007713013415213487,-0.018694331657127406,40
14,s210,173.39565915035755,96.14800293456442,0.554153528734173,786.7744628506146,189.5498496232785,0.24031409613269572,-0.006430343256665982,-0.02126469079736774,-0.022721745950569004,102
15,s212,170.1897311403514,65.13215880844868,0.38249335114410166,832.1377118420993,164.7715782862375,0.19757527833119376,-0.0005708983651605668,-0.0006265010988899607,-0.0043482401960782055,36
16,s217,136.20889244645713,49.10512941285601,0.36032157542152754,698.3507148980937,123.77966241020144,0.17686818101906765,0.00024252097766832442,0.0009839312479016425,-0.0074394123233695875,18
17,s219,243.16426381171263,107.12988610104753,0.44032108697922845,1056.7288624446812,225.1878053247194,0.21261845032305804,-0.0009818213851777882,0.0012468978413380655,-0.0243631350105826,25
18,s224,147.2578665327022,82.51795701348215,0.5600501695406452,847.7815698668662,229.156995607791,0.269692455989558,-0.0003432750350002032,-0.0032175698910247197,-0.01853238579915893,38
19,s240,153.0411212919161,68.44304719909306,0.4469830422178308,604.7879517023151,129.13694017195058,0.2130714643965748,-0.0008117934882681797,-0.024344772834371288,-0.004335522172831983,10
20,s254,253.69034327004576,167.90775502135781,0.6614482820340467,1095.3872088026835,237.14243951973916,0.2159302948743998,-0.0004291229574408604,-0.00695568066270601,-0.007288348517992357,90
21,s261,137.39695318004678,65.83689531309645,0.47891011482576273,731.690160525256,105.62439617637305,0.1440398065644361,-0.0033348682354362273,-0.010269660492611613,-0.010032638725961614,32
22,s262,127.51885464480873,56.049781800833095,0.439300880546959,654.5954543859564,128.1616860160639,0.19535778926781236,-0.002116592020089227,-0.015760231914898816,-0.019420281372555446,23
23,s263,182.46358729934525,111.37376026582464,0.6100125305536569,961.1583173247332,196.2776336223774,0.20370337705214664,-0.003352433283082121,-0.027500534368300588,0.003322441569723059,75
24,s267,200.5364439954581,119.98884559176967,0.5979937888952522,1131.684571630484,272.4840658942028,0.24021679739617147,0.0003541698865004435,0.018218436710171027,-0.03432342408441924,34
25,s276,170.66266486807908,70.82922355641999,0.41479611249559284,751.7364559498193,155.90459378026083,0.20693530469157703,0.0021230648879599543,0.01739926813272657,-0.00536685516791684,32
26,s278,161.4468270780589,129.1334736782951,0.7993763064111397,887.5224529166516,282.74533191418595,0.31780404092768877,-0.004121656256877282,-0.02064090125451359,-0.016289391755740474,58
27,s279,239.90935635194575,75.0755857854279,0.3127673375429841,951.905760602331,141.13362331262564,0.14794982844409035,-0.007286481857287679,-0.04554730947619599,-0.023668562735316676,7
28,s282,244.62825456500204,126.18520756243637,0.5155298340332538,915.501203653764,208.8852203200061,0.22764335746557748,-0.008109380448942792,-0.009476842104432805,-0.014933236920012116,50
29,s283,157.40205872462798,83.04194198641338,0.5272716787629352,773.1664813914184,160.45320380917832,0.2070441822977803,-0.0030104590075622326,-0.020287325629630145,-0.01437169685959816,66
30,s286,196.51144049824364,89.34537635385678,0.454398682813761,902.7645830851746,232.56293156711695,0.25702310746845025,-0.0016971767206842463,-0.025324230009896892,-0.007420884099048684,51
31,s302,161.3855125677121,93.4306359207808,0.5786145747540462,704.7207708695801,155.9947399122,0.22087507270320522,-0.0020255932725679795,-0.004794341111149455,-0.020726179126209828,10
32,s304,133.58656886370719,55.21801537822032,0.41311512869269973,654.5663622721225,121.98220718386274,0.18593173458780204,-0.0023167580171931652,-0.003510324176174464,-0.021263492857319852,42
33,s305,130.57770865379692,53.30738770080352,0.4080244972251682,635.9255085476628,134.0967580287769,0.21041760067280268,-0.004568509288274241,-0.011541847312655205,-0.0239375790475779,11
34,s306,164.4751310000558,71.22342909772308,0.4327939980701248,667.5309213324605,124.38032057098364,0.18591440200943032,-0.0038209656106489467,-0.021002101098829475,-0.01597119004938251,19
35,s309,198.98956443648783,119.9629672342621,0.6025066997948868,842.7518275397681,152.17644988114873,0.18013420315035006,-0.005965911909313744,-0.04903800465264033,-0.024119829507722755,65
36,s311,99.82470216894157,53.828189206939214,0.5389192796225459,661.5666242009512,123.06075654423049,0.18558897918327044,-0.003663529721415043,-0.013560085106369212,-0.009405917948606657,66
37,s313,143.3759835372803,82.12615013984602,0.5724840312528564,626.2572700892528,139.7000438629054,0.22257284866954377,-0.00033337694485073436,-0.0004568252746509323,-0.003261393500038139,39
38,s336,93.29272815655241,53.121737261413436,0.5690910006388221,582.8456188345353,94.61061723054765,0.1619609797193269,-0.0024503158453815263,-0.010743853124646806,-0.010666350753195162,44
39,s344,241.4909135102293,137.87513814845775,0.5705885722608401,1083.9271356411034,261.6385870715508,0.2407820182044166,-0.004226901179108321,0.00020850930216742994,-0.027640103930842885,76
40,s345,120.11158831006061,42.077447612308106,0.35011684367264034,628.5942976863696,103.29469484870502,0.16394566376140937,-0.0009999453936779417,-0.0012706882992828698,-0.014943684895115439,87
41,s347,168.7873971298867,96.17360131675603,0.5694641802015942,737.148155761917,185.423801678638,0.2509618495226385,-0.00623264369295655,-0.03445019999450844,-0.01717257772335889,53
42,s348,173.80409521661701,97.0813576848362,0.5582569758180104,761.0413767867742,152.03407177806324,0.1993246819922057,-0.0013516082482758513,-0.009771845347470021,-0.003160179500991944,30
43,s349,150.1687039451079,86.0760008048236,0.5728721364987563,795.7351868772012,131.24064305033127,0.16455648063378753,-0.00387459168248863,-0.019721512792382902,-0.0030503675127685607,41
44,s350,149.48113515485466,76.04221341470257,0.5084350674518965,655.3024891768965,93.61784878082578,0.1425524769222215,-0.001826064114229714,-0.006332263955575694,5.1229468384839696e-05,13
45,s351,187.19104758737984,71.93040681942476,0.38405127488643925,774.6469859654704,169.51551251249978,0.21834895445404007,-0.001306300597349113,-0.006742112504677305,-0.01340878970450813,41
46,s352,148.71393488368102,76.49954054465805,0.5141081848897807,609.0216632542569,146.99291702173875,0.24079713983396847,-0.004489272367440179,-0.023723292138343788,-0.002890828272805634,69
