,sID,Trial #,string,bi_1,bi_2,bi_3,bi_4,key_resp.keys.1,key_resp.keys.2,key_resp.keys.3,key_resp.keys.4,key_resp.keys.5,key_resp.keys.6,key_resp.keys.7,key_resp.rt.1,key_resp.rt.2,key_resp.rt.3,key_resp.rt.4,key_resp.rt.5,key_resp.rt.6,key_resp.rt.7,resp_string,WF Type,BF Type
0,p08,0,heond,he,eo,on,nd,h,e,o,n,d,,,1.5315019080003367,1.6275506020001558,1.747579644000325,1.8755382800000007,2.067551724000168,0.0,0.0,heond,pseudo,highbf
1,p08,1,therm,th,he,er,rm,t,h,e,r,m,,,0.9551774039996417,1.1471669769998698,1.2271348739996029,1.411127667999608,1.4910626169998977,0.0,0.0,therm,lowwf,highbf
2,p08,2,druze,dr,ru,uz,ze,d,r,u,z,e,,,0.8716676369999732,1.1116507570000067,1.2797362559999783,1.775604105000184,2.0157047940001576,0.0,0.0,druze,lowwf,lowbf
3,p08,3,puppy,pu,up,pp,py,o,u,p,p,y,,,1.0759430890002477,1.8919517780000206,2.1399693930002286,2.2919504740002594,2.540069219000088,0.0,0.0,ouppy,medwf,lowbf
4,p08,4,pykka,py,yk,kk,ka,p,y,k,k,a,,,1.3123637779999626,1.6164432830000806,2.3763430989997687,2.5284551929998997,2.6163704689997758,0.0,0.0,pykka,pseudo,lowbf
5,p08,5,lucky,lu,uc,ck,ky,l,u,c,k,y,,,0.9164752310002768,1.2284711600000264,1.572440725999968,1.7404036160000942,1.9885281780002515,0.0,0.0,lucky,highwf,lowbf
6,p08,6,belly,be,el,ll,ly,b,e,l,l,y,,,0.776050951000343,0.9281449630002498,1.1281890170002953,1.272122698000203,1.5121544890002951,0.0,0.0,belly,medwf,medbf
7,p08,7,cooed,co,oo,oe,ed,c,o,o,e,d,,,0.8839738739998211,1.068026909999844,1.204099124000095,1.5240961260001313,1.716087355000127,0.0,0.0,cooed,lowwf,medbf
8,p08,8,vanru,va,an,nr,ru,v,a,n,r,u,,,1.0562832380001055,1.1362504379999336,1.320283346999986,1.5122531799997887,1.6403263219999644,0.0,0.0,vanru,pseudo,medbf
9,p08,9,zibja,zi,ib,bj,ja,z,i,b,j,a,,,1.8444728119998217,1.9803915960001177,2.204301353000119,2.6684028300001046,2.7804036560000895,0.0,0.0,zibja,pseudo,lowbf
10,p08,10,vodka,vo,od,dk,ka,v,o,d,k,a,,,1.392305598999883,1.5364209710000978,1.720453783999801,1.9203853509998225,2.0963365490001706,0.0,0.0,vodka,medwf,lowbf
11,p08,11,there,th,he,er,re,t,h,e,r,e,,,0.8841498860001593,1.0442204729997684,1.1242724909998287,1.2522587759999624,1.3162549670000772,0.0,0.0,there,highwf,highbf
12,p08,12,lucky,lu,uc,ck,ky,l,u,c,k,y,,,1.024249761000192,1.224276072000066,1.2882208729997728,1.792161384999872,2.008206687999973,0.0,0.0,lucky,highwf,lowbf
13,p08,13,cheer,ch,he,ee,er,c,h,e,e,r,,,0.8119082880002679,1.043947388000106,1.219930518000183,1.355879723000271,1.515921800000342,0.0,0.0,cheer,medwf,highbf
14,p08,14,edthe,ed,dt,th,he,e,d,t,h,e,,,1.1362411299996893,1.3362054339995666,1.4481221409996579,1.6241290289999597,1.6802191669999047,0.0,0.0,edthe,pseudo,highbf
15,p08,15,lucky,lu,uc,ck,ky,l,u,c,k,y,,,0.9402220269998907,1.18029248799985,1.3003221609997127,1.7962570989998312,2.0203357479999795,0.0,0.0,lucky,highwf,lowbf
16,p08,16,haole,ha,ao,ol,le,h,a,o,l,e,,,0.8404294719998688,0.9284483090000322,1.2723279209999419,1.4483644980000463,1.5284080249998624,0.0,0.0,haole,lowwf,medbf
17,p08,17,tithe,ti,it,th,he,t,i,t,h,e,,,0.9804304879999108,1.1164239390000148,1.380430497999896,1.6123299020000559,1.7403862629998912,0.0,0.0,tithe,lowwf,highbf
18,p08,18,puppy,pu,up,pp,py,p,u,p,p,y,,,0.9038301649998175,1.12792557199964,1.3199069109996344,1.4719966009997734,1.6879469679997783,0.0,0.0,puppy,medwf,lowbf
19,p08,19,heond,he,eo,on,nd,h,e,o,n,d,,,0.9558302999998887,1.0517961129999094,1.1078647119998095,1.2598181210000803,1.3798724829998719,0.0,0.0,heond,pseudo,highbf
20,p08,20,kremp,kr,re,em,mp,k,r,e,m,m,k,p,1.1119686150000234,1.2239760469997236,1.4399230710000666,1.7039508749999186,1.9359334319997288,1.9439573709996694,2.047916229999828,kremmkp,pseudo,medbf
21,p08,21,theme,th,he,em,me,t,t,h,e,m,,,0.828396198000064,0.9963940869997714,1.4364290449998407,1.5483366710000155,1.652438408999842,0.0,0.0,tthem,medwf,highbf
22,p08,22,cheer,ch,he,ee,er,c,h,e,e,r,,,0.9284151900001234,1.0483369459998357,1.1842893839998396,1.3363969729998644,1.5364092190002339,0.0,0.0,cheer,medwf,highbf
23,p08,23,zibja,zi,ib,bj,ja,z,i,b,j,a,,,1.3722027019998677,1.5001855189998423,1.6442314129999431,2.356173600999682,2.5082639839997682,0.0,0.0,zibja,pseudo,lowbf
24,p08,24,champ,ch,ha,am,mp,c,h,a,m,p,,,0.8882843119999961,0.9922727739999573,1.2002156250000553,1.2802823609999905,1.4403281180002523,0.0,0.0,champ,medwf,medbf
25,p08,25,heond,he,eo,on,nd,h,e,o,n,d,,,0.8198148370001945,0.9238512710003306,0.9957481910000752,1.1238058470003125,1.2596960170003513,0.0,0.0,heond,pseudo,highbf
26,p08,26,cheer,ch,he,ee,er,c,h,e,e,r,,,0.8242686540002069,0.9521123260001332,1.0881649070001913,1.240197210000133,1.336251324999921,0.0,0.0,cheer,medwf,highbf
27,p08,27,vodka,vo,od,dk,ka,v,o,d,k,a,,,1.3322382000001198,1.5321916990001228,1.7242353510000612,1.8841516920001595,2.0522442830001637,0.0,0.0,vodka,medwf,lowbf
28,p08,28,vanru,va,an,nr,ru,v,a,n,r,u,,,0.9037798099998327,0.9597604390000924,1.1517835330000707,1.3437923669998781,1.4717027279998547,0.0,0.0,vanru,pseudo,medbf
