,sID,Bigram #,Trial #,bigram_loc,Bigram,corr_bigram,IKI,string,resp_string,rep #,bg_freq
0,s181,0,0,0,'b' 'u',bu,0.11195055703865364,buddy,buddy,0,1183063
1,s181,1,0,1, 'u' 'd',ud,0.08811518299626186,buddy,buddy,0,458716
2,s181,2,0,2, 'd' 'd',dd,0.12790491699706763,buddy,buddy,0,306083
3,s181,3,0,3, 'd' 'y',dy,0.09611366002354771,buddy,buddy,0,360103
4,s181,4,1,0,'l' 'u',lu,0.17595091898692772,lucky,lucky,0,568081
5,s181,5,1,1, 'u' 'c',uc,0.11206561099970713,lucky,lucky,0,891233
6,s181,6,1,2, 'c' 'k',ck,0.10397766303503886,lucky,lucky,0,925655
7,s181,7,1,3, 'k' 'y',ky,0.17601574695436284,lucky,lucky,0,49764
8,s181,8,2,0,'w' 'o',wo,0.11988673801533878,would,would,0,1723496
9,s181,9,2,1, 'o' 'u',ou,0.06405706104123965,would,would,0,7425307
10,s181,10,2,2, 'u' 'l',ul,0.14403089095139876,would,would,0,2181271
11,s181,11,2,3, 'l' 'd',ld,0.07197901903418824,would,would,0,2012500
12,s181,12,3,0,'e' 'd',ed,0.15992914501111954,edthe,edthe,0,7805967
13,s181,13,3,1, 'd' 't',dt,0.20803674799390137,edthe,edthe,0,11191
14,s181,14,3,2, 't' 'h',th,0.1279160919948481,edthe,edthe,0,22288309
15,s181,15,3,3, 'h' 'e',he,0.08801225299248472,edthe,edthe,0,21484684
16,s181,16,4,0,'h' 'e',he,0.10390724195167422,heond,heond,0,21484684
17,s181,17,4,1, 'e' 'o',eo,0.1600932720466517,heond,heond,0,305120
18,s181,18,4,2, 'o' 'n',on,0.3599890989717096,heond,heond,0,8830487
19,s181,19,4,3, 'n' 'd',nd,0.1439962110016495,heond,heond,0,9414961
20,s181,20,5,0,'v' 'a',va,0.08807824901305139,vanru,vanru,0,560130
21,s181,21,5,1, 'a' 'n',an,0.09592342900577933,vanru,vanru,0,12315713
22,s181,22,5,2, 'n' 'r',nr,0.11213589500403032,vanru,vanru,0,54341
23,s181,23,5,3, 'r' 'u',ru,0.11204185400856659,vanru,vanru,0,705492
24,s181,24,6,0,'t' 'h',th,0.08797221002168953,there,there,0,22288309
25,s181,25,6,1, 'h' 'e',he,0.06397137697786093,there,there,0,21484684
26,s181,26,6,2, 'e' 'r',er,0.07193002797430381,there,there,0,12934901
27,s181,27,6,3, 'r' 'e',re,0.08812996500637382,there,there,0,10687711
28,s181,28,7,0,'p' 'y',py,0.20788889698451385,pykka,pykka,0,149099
29,s181,29,7,1, 'y' 'k',yk,0.6239919780055061,pykka,pykka,0,4767
30,s181,30,7,2, 'k' 'k',kk,0.12010621500667185,pykka,pykka,0,1820
31,s181,31,7,3, 'k' 'a',ka,0.09597586595918983,pykka,pykka,0,60568
32,s181,32,8,0,'t' 'h',th,0.07205890299519524,theme,theme,0,22288309
33,s181,33,8,1, 'h' 'e',he,0.08800558804068714,theme,theme,0,21484684
34,s181,34,8,2, 'e' 'm',em,0.11201587197137997,theme,theme,0,2039661
35,s181,35,8,3, 'm' 'e',me,0.06406361103290692,theme,theme,0,4724108
36,s181,36,9,0,'h' 'a',ha,0.09602010098751634,haole,haole,0,6967591
37,s181,37,9,1, 'a' 'o',ao,0.16793689504265785,haole,haole,0,25487
38,s181,38,9,2, 'o' 'l',ol,0.1759524309891276,haole,haole,0,1804856
39,s181,39,9,3, 'l' 'e',le,0.10398810001788661,haole,haole,0,5038239
40,s181,40,10,0,'t' 'h',th,0.07206192897865549,there,there,1,22288309
41,s181,41,10,1, 'h' 'e',he,0.06399678299203515,there,there,1,21484684
42,s181,42,10,2, 'e' 'r',er,0.07999337202636525,there,there,1,12934901
43,s181,43,10,3, 'r' 'e',re,0.07993900601286441,there,there,1,10687711
44,s181,44,11,0,'c' 'o',co,0.16810849902685732,cooed,cooed,0,3609272
45,s181,45,11,1, 'o' 'o',oo,0.12796569499187171,cooed,cooed,0,1933683
46,s181,46,11,2, 'o' 'e',oe,0.10390908498084173,cooed,cooed,0,270012
47,s181,47,11,3, 'e' 'd',ed,0.15213698102161288,cooed,cooed,0,7805967
48,s181,48,12,0,'c' 'h',ch,0.08006070699775591,champ,champ,0,3267507
49,s181,49,12,1, 'h' 'a',ha,0.07205875404179096,champ,champ,0,6967591
50,s181,50,12,2, 'a' 'm',am,0.11192698398372158,champ,champ,0,1610395
51,s181,51,12,3, 'm' 'p',mp,0.13594971201382577,champ,champ,0,1042198
52,s181,52,13,0,'b' 'u',bu,0.1039378690184094,buddy,buddy,1,1183063
53,s181,53,13,1, 'u' 'd',ud,0.09602635400369763,buddy,buddy,1,458716
54,s181,54,13,2, 'd' 'd',dd,0.1279294989653863,buddy,buddy,1,306083
55,s181,55,13,3, 'd' 'y',dy,0.11200501903658733,buddy,buddy,1,360103
56,s181,56,14,0,'f' 'a',fa,0.07991091202711686,faqir,faqir,0,1043958
57,s181,57,14,1, 'a' 'q',aq,0.255997973959893,faqir,faqir,0,4924
58,s181,58,14,2, 'q' 'i',qi,0.3679991750395857,faqir,faqir,0,36
59,s181,59,14,3, 'i' 'r',ir,0.13599914696533233,faqir,faqir,0,2142678
60,s181,60,15,0,'t' 'h',th,0.11208077898481861,therm,therm,0,22288309
61,s181,61,15,1, 'h' 'e',he,0.07191957900067791,therm,therm,0,21484684
62,s181,62,15,2, 'e' 'r',er,0.08012301800772548,therm,therm,0,12934901
63,s181,63,15,3, 'r' 'm',rm,0.13588217296637595,therm,therm,0,905131
64,s181,64,16,0,'z' 'i',zi,0.15995584899792448,zibja,zibja,0,54565
65,s181,65,16,1, 'i' 'b',ib,0.1999671840458177,zibja,zibja,0,493267
66,s181,66,16,2, 'b' 'j',bj,0.4079813359421678,zibja,zibja,0,105433
67,s181,67,16,3, 'j' 'a',ja,0.09610098402481526,zibja,zibja,0,40073
68,s181,68,17,0,'t' 'h',th,0.0641060330090113,think,think,0,22288309
69,s181,69,17,1, 'h' 'i',hi,0.11227611597860232,think,think,0,6198006
70,s181,70,17,2, 'i' 'n',in,0.12770265102153644,think,think,0,13597302
71,s181,71,17,3, 'n' 'k',nk,0.06390505499439314,think,think,0,445067
72,s181,72,18,0,'l' 'u',lu,0.17602597700897604,lucky,lucky,1,568081
73,s181,73,18,1, 'u' 'c',uc,0.04000985703896731,lucky,lucky,1,891233
74,s181,74,18,2, 'c' 'k',ck,0.13595620199339464,lucky,lucky,1,925655
75,s181,75,18,3, 'k' 'y',ky,0.19209031795617193,lucky,lucky,1,49764
76,s181,76,19,0,'p' 'u',pu,0.14399871899513528,puppy,puppy,0,514720
77,s181,77,19,1, 'u' 'p',up,0.17601904296316206,puppy,puppy,0,968744
78,s181,78,19,2, 'p' 'p',pp,0.11993111204355955,puppy,puppy,0,805170
79,s181,79,19,3, 'p' 'y',py,0.1600406319485046,puppy,puppy,0,149099
80,s181,80,20,0,'c' 'h',ch,0.07996287703281268,champ,champ,1,3267507
81,s181,81,20,1, 'h' 'a',ha,0.08006265200674534,champ,champ,1,6967591
82,s181,82,20,2, 'a' 'm',am,0.104072118003387,champ,champ,1,1610395
83,s181,83,20,3, 'm' 'p',mp,0.11996138299582526,champ,champ,1,1042198
84,s181,84,21,0,'c' 'o',co,0.1440867210039869,cooed,cooed,1,3609272
85,s181,85,21,1, 'o' 'o',oo,0.11988771596224979,cooed,cooed,1,1933683
86,s181,86,21,2, 'o' 'e',oe,0.08011878404067829,cooed,cooed,1,270012
87,s181,87,21,3, 'e' 'd',ed,0.15203941898653284,cooed,cooed,1,7805967
88,s181,88,22,0,'k' 'r',kr,0.08800817298470065,kremp,kremp,0,5683
89,s181,89,22,1, 'r' 'e',re,0.08006073301658034,kremp,kremp,0,10687711
90,s181,90,22,2, 'e' 'm',em,0.08793961600167677,kremp,kremp,0,2039661
91,s181,91,22,3, 'm' 'p',mp,0.11997373297344893,kremp,kremp,0,1042198
92,s181,92,23,0,'b' 'e',be,0.06390448997262865,belly,belly,0,3798740
93,s181,93,23,1, 'e' 'l',el,0.11197446001460776,belly,belly,0,3235254
94,s181,94,23,2, 'l' 'l',ll,0.12811473803594708,belly,belly,0,4235407
95,s181,95,23,3, 'l' 'y',ly,0.15193790895864367,belly,belly,0,2589130
96,s181,96,24,0,'t' 'h',th,0.07998398697236553,theme,theme,1,22288309
97,s181,97,24,1, 'h' 'e',he,0.08013555902289227,theme,theme,1,21484684
98,s181,98,24,2, 'e' 'm',em,0.10398511198582128,theme,theme,1,2039661
99,s181,99,24,3, 'm' 'e',me,0.07198648399207741,theme,theme,1,4724108
100,s181,100,25,0,'e' 'd',ed,0.16797677602153271,edthe,edthe,1,7805967
101,s181,101,25,1, 'd' 't',dt,0.15207568800542504,edthe,edthe,1,11191
102,s181,102,25,2, 't' 'h',th,0.09601266396930441,edthe,edthe,1,22288309
103,s181,103,25,3, 'h' 'e',he,0.06398589303717017,edthe,edthe,1,21484684
104,s181,104,26,0,'t' 'h',th,0.06404501799261197,therm,therm,1,22288309
105,s181,105,26,1, 'h' 'e',he,0.09597143501741812,therm,therm,1,21484684
106,s181,106,26,2, 'e' 'r',er,0.07210682600270957,therm,therm,1,12934901
107,s181,107,26,3, 'r' 'm',rm,0.07991716096876189,therm,therm,1,905131
108,s181,108,27,0,'t' 'i',ti,0.08795200102031231,tithe,tithe,0,5135552
109,s181,109,27,1, 'i' 't',it,0.0801083649857901,tithe,tithe,0,6637233
110,s181,110,27,2, 't' 'h',th,0.08788201998686418,tithe,tithe,0,22288309
111,s181,111,27,3, 'h' 'e',he,0.06402689003152773,tithe,tithe,0,21484684
112,s181,112,28,0,'p' 'y',py,0.19200657802866772,pykka,pykka,1,149099
113,s181,113,28,1, 'y' 'k',yk,0.3359962779795751,pykka,pykka,1,4767
114,s181,114,28,2, 'k' 'k',kk,0.12812446599127725,pykka,pykka,1,1820
115,s181,115,28,3, 'k' 'a',ka,0.10388664802303538,pykka,pykka,1,60568
116,s181,116,29,0,'a' 'b',ab,0.09597293502883986,about,about,0,1203849
117,s181,117,29,1, 'b' 'o',bo,0.1440090539981611,about,about,0,1140702
118,s181,118,29,2, 'o' 'u',ou,0.032033410971052945,about,about,0,7425307
119,s181,119,29,3, 'u' 't',ut,0.10395008604973555,about,about,0,3257233
120,s181,120,30,0,'t' 'h',th,0.08802032901439816,theme,theme,2,22288309
121,s181,121,30,1, 'h' 'e',he,0.072002966015134,theme,theme,2,21484684
122,s181,122,30,2, 'e' 'm',em,0.11195704294368625,theme,theme,2,2039661
123,s181,123,30,3, 'm' 'e',me,0.0480525930179283,theme,theme,2,4724108
124,s181,124,31,0,'c' 'h',ch,0.08791189000476152,cheer,cheer,0,3267507
125,s181,125,31,1, 'h' 'e',he,0.09609134297352284,cheer,cheer,0,21484684
126,s181,126,31,2, 'e' 'e',ee,0.12801352300448343,cheer,cheer,0,2839722
127,s181,127,31,3, 'e' 'r',er,0.13591915200231597,cheer,cheer,0,12934901
128,s181,128,32,0,'l' 'u',lu,0.1681063050054945,lucky,lucky,2,568081
129,s181,129,32,1, 'u' 'c',uc,0.05589647399028763,lucky,lucky,2,891233
130,s181,130,32,2, 'c' 'k',ck,0.12806907203048468,lucky,lucky,2,925655
131,s181,131,32,3, 'k' 'y',ky,0.1679492539842613,lucky,lucky,2,49764
132,s181,132,33,0,'t' 'h',th,0.0799449349869974,therm,therm,2,22288309
133,s181,133,33,1, 'h' 'e',he,0.08805859799031168,therm,therm,2,21484684
134,s181,134,33,2, 'e' 'r',er,0.06396108801709488,therm,therm,2,12934901
135,s181,135,33,3, 'r' 'm',rm,0.11190945701673627,therm,therm,2,905131
136,s181,136,34,0,'p' 'u',pu,0.12796572298975661,puppy,puppy,1,514720
137,s181,137,34,1, 'u' 'p',up,0.13609440403524786,puppy,puppy,1,968744
138,s181,138,34,2, 'p' 'p',pp,0.13593102397862822,puppy,puppy,1,805170
139,s181,139,34,3, 'p' 'y',py,0.1600522020016797,puppy,puppy,1,149099
140,s181,140,35,0,'h' 'e',he,0.09598874702351168,heond,heond,1,21484684
141,s181,141,35,1, 'e' 'o',eo,0.12008065200643614,heond,heond,1,305120
142,s181,142,35,2, 'o' 'n',on,0.19997948594391346,heond,heond,1,8830487
143,s181,143,35,3, 'n' 'd',nd,0.0959493910195306,heond,heond,1,9414961
144,s181,144,36,0,'v' 'o',vo,0.07986023800913244,vodka,vodka,0,368238
145,s181,145,36,1, 'o' 'd',od,0.11201412003720179,vodka,vodka,0,1013147
146,s181,146,36,2, 'd' 'k',dk,0.3680656479555182,vodka,vodka,0,5347
147,s181,147,36,3, 'k' 'a',ka,0.08797598798992112,vodka,vodka,0,60568
148,s181,148,37,0,'b' 'e',be,0.06405297899618745,belly,belly,1,3798740
