,sID,Bigram #,Trial #,bigram_loc,Bigram,corr_bigram,IKI,string,resp_string,rep #,bg_freq,bf_type,meanbf_type,wf_type
0,s180,0,0,0,'t' 'h',th,0.11207481099972938,therm,therm,0,22288309,high,high,low
1,s180,1,0,1, 'h' 'e',he,0.11994742000024416,therm,therm,0,21484684,high,high,low
2,s180,2,0,2, 'e' 'r',er,0.0959454479998385,therm,therm,0,12934901,high,high,low
3,s180,3,0,3, 'r' 'm',rm,0.11210217300049408,therm,therm,0,905131,med,high,low
4,s180,4,1,0,'p' 'u',pu,0.4320930670000962,puppy,puupy,0,514720,low,low,med
5,s180,5,1,1, 'u' 'u',up,0.1600224320000052,puppy,puupy,0,968744,med,low,med
6,s180,6,1,2, 'u' 'p',pp,0.4158552970002347,puppy,puupy,0,805170,med,low,med
7,s180,7,1,3, 'p' 'y',py,0.17604909599958773,puppy,puupy,0,149099,low,low,med
8,s180,8,2,0,'t' 'h',th,0.11198567399969761,there,there,0,22288309,high,high,high
9,s180,9,2,1, 'h' 'e',he,0.09597755000049801,there,there,0,21484684,high,high,high
10,s180,10,2,2, 'e' 'r',er,0.07207670599927951,there,there,0,12934901,high,high,high
11,s180,11,2,3, 'r' 'e',re,0.10397825000018202,there,there,0,10687711,high,high,high
12,s180,12,3,0,'b' 'u',bu,0.20810705599978974,buddy,buddy,0,1183063,med,low,high
13,s180,13,3,1, 'u' 'd',ud,0.15994226600014372,buddy,buddy,0,458716,low,low,high
14,s180,14,3,2, 'd' 'd',dd,0.14405041999998502,buddy,buddy,0,306083,low,low,high
15,s180,15,3,3, 'd' 'y',dy,0.07199607099937566,buddy,buddy,0,360103,low,low,high
16,s180,16,4,0,'f' 'a',fa,0.20000319000064337,faqir,faqir,0,1043958,med,low,low
17,s180,17,4,1, 'a' 'q',aq,0.4080825259998164,faqir,faqir,0,4924,low,low,low
18,s180,18,4,2, 'q' 'i',qi,0.16793409599995357,faqir,faqir,0,36,low,low,low
19,s180,19,4,3, 'i' 'r',ir,0.11200878799991187,faqir,faqir,0,2142678,med,low,low
20,s180,20,5,0,'e' 'd',ed,0.19194867799978965,edthe,edthe,0,7805967,high,high,pseudo
21,s180,21,5,1, 'd' 't',dt,0.13607538399992336,edthe,edthe,0,11191,low,high,pseudo
22,s180,22,5,2, 't' 'h',th,0.11199026099984621,edthe,edthe,0,22288309,high,high,pseudo
23,s180,23,5,3, 'h' 'e',he,0.08798220800053969,edthe,edthe,0,21484684,high,high,pseudo
24,s180,24,6,0,'v' 'o',vo,0.14399792599942884,vodka,vodka,0,368238,low,low,med
25,s180,25,6,1, 'o' 'd',od,0.14412622500003636,vodka,vodka,0,1013147,med,low,med
26,s180,26,6,2, 'd' 'k',dk,0.12802918299985322,vodka,vodka,0,5347,low,low,med
27,s180,27,6,3, 'k' 'a',ka,0.08784643499984668,vodka,vodka,0,60568,low,low,med
28,s180,28,7,0,'c' 'h',ch,0.12005821200000355,cheer,cheer,0,3267507,med,high,med
29,s180,29,7,1, 'h' 'e',he,0.13593053800013877,cheer,cheer,0,21484684,high,high,med
30,s180,30,7,2, 'e' 'e',ee,0.20000242199967033,cheer,cheer,0,2839722,med,high,med
31,s180,31,7,3, 'e' 'r',er,0.055973756000639696,cheer,cheer,0,12934901,high,high,med
32,s180,32,8,0,'b' 'u',bu,0.1840315039999041,buddy,buddy,1,1183063,med,low,high
33,s180,33,8,1, 'u' 'd',ud,0.15210144499997114,buddy,buddy,1,458716,low,low,high
34,s180,34,8,2, 'd' 'd',dd,0.135945664999781,buddy,buddy,1,306083,low,low,high
35,s180,35,8,3, 'd' 'y',dy,0.1359309569998004,buddy,buddy,1,360103,low,low,high
36,s180,36,9,0,'t' 'h',th,0.1039273280002817,there,there,1,22288309,high,high,high
37,s180,37,9,1, 'h' 'e',he,0.08011451899983513,there,there,1,21484684,high,high,high
38,s180,38,9,2, 'e' 'r',er,0.09598448500037193,there,there,1,12934901,high,high,high
39,s180,39,9,3, 'r' 'e',re,0.08002016399950662,there,there,1,10687711,high,high,high
40,s180,40,10,0,'k' 'r',kr,0.20790255399970192,kremp,kremp,0,5683,low,med,pseudo
41,s180,41,10,1, 'r' 'e',re,0.10406329200031905,kremp,kremp,0,10687711,high,med,pseudo
42,s180,42,10,2, 'e' 'm',em,0.17599949599934916,kremp,kremp,0,2039661,med,med,pseudo
43,s180,43,10,3, 'm' 'p',mp,0.2639299630000096,kremp,kremp,0,1042198,med,med,pseudo
44,s180,44,11,0,'c' 'o',co,0.16808592200050043,cooed,cooed,0,3609272,med,med,low
45,s180,45,11,1, 'o' 'o',oo,0.17599573899951793,cooed,cooed,0,1933683,med,med,low
46,s180,46,11,2, 'o' 'e',oe,0.09595845000058034,cooed,cooed,0,270012,low,med,low
47,s180,47,11,3, 'e' 'd',ed,0.16804485199918417,cooed,cooed,0,7805967,high,med,low
48,s180,48,12,0,'t' 'i',ti,0.13595326300037414,tithe,tithe,0,5135552,high,high,low
49,s180,49,12,1, 'i' 't',it,0.13592974800030788,tithe,tithe,0,6637233,high,high,low
50,s180,50,12,2, 't' 'h',th,0.1281176949996734,tithe,tithe,0,22288309,high,high,low
51,s180,51,12,3, 'h' 'e',he,0.055954497999664454,tithe,tithe,0,21484684,high,high,low
52,s180,52,13,0,'b' 'e',be,0.17611695699997654,belly,belly,0,3798740,med,med,med
53,s180,53,13,1, 'e' 'l',el,0.23995032099992386,belly,belly,0,3235254,med,med,med
54,s180,54,13,2, 'l' 'l',ll,0.1359980679999353,belly,belly,0,4235407,med,med,med
55,s180,55,13,3, 'l' 'y',ly,0.08805221599959623,belly,belly,0,2589130,med,med,med
56,s180,56,14,0,'a' 'b',ab,0.10403990400027396,about,abot,0,1203849,med,med,high
57,s180,57,14,1, 'b' 'o',bo,0.22405318999972224,about,abot,0,1140702,med,med,high
58,s180,58,14,2, 'o' 't',ou,0.27188671700059786,about,abot,0,7425307,high,med,high
59,s180,59,15,0,'t' 'h',th,0.07204449099936028,therm,therm,1,22288309,high,high,low
60,s180,60,15,1, 'h' 'e',he,0.14401958500002365,therm,therm,1,21484684,high,high,low
61,s180,61,15,2, 'e' 'r',er,0.06392309400052909,therm,therm,1,12934901,high,high,low
62,s180,62,15,3, 'r' 'm',rm,0.11209802799930912,therm,therm,1,905131,med,high,low
63,s180,63,16,0,'c' 'h',ch,0.10390604300027917,cheer,cheer,1,3267507,med,high,med
64,s180,64,16,1, 'h' 'e',he,0.1279640089996974,cheer,cheer,1,21484684,high,high,med
65,s180,65,16,2, 'e' 'e',ee,0.18402308900022035,cheer,cheer,1,2839722,med,high,med
66,s180,66,16,3, 'e' 'r',er,0.056122302999938256,cheer,cheer,1,12934901,high,high,med
67,s180,67,17,0,'c' 'o',co,0.17598063799960073,cooed,cooed,1,3609272,med,med,low
68,s180,68,17,1, 'o' 'o',oo,0.16807313499975862,cooed,cooed,1,1933683,med,med,low
69,s180,69,17,2, 'o' 'e',oe,0.4400176580002153,cooed,cooed,1,270012,low,med,low
70,s180,70,17,3, 'e' 'd',ed,0.1920682529998885,cooed,cooed,1,7805967,high,med,low
71,s180,71,18,0,'b' 'u',bu,0.1760281059996487,buddy,buddy,2,1183063,med,low,high
72,s180,72,18,1, 'u' 'd',ud,0.1999903390005784,buddy,buddy,2,458716,low,low,high
73,s180,73,18,2, 'd' 'd',dd,0.13612981799997215,buddy,buddy,2,306083,low,low,high
74,s180,74,18,3, 'd' 'y',dy,0.1359281839995674,buddy,buddy,2,360103,low,low,high
75,s180,75,19,0,'c' 'h',ch,0.08805130699965957,cheer,cheer,2,3267507,med,high,med
76,s180,76,19,1, 'h' 'e',he,0.12796184400031052,cheer,cheer,2,21484684,high,high,med
77,s180,77,19,2, 'e' 'e',ee,0.13602700999945228,cheer,cheer,2,2839722,med,high,med
78,s180,78,19,3, 'e' 'r',er,0.09593806300017604,cheer,cheer,2,12934901,high,high,med
79,s180,79,20,0,'e' 'd',ed,0.17589196800054197,edthe,edthe,1,7805967,high,high,pseudo
80,s180,80,20,1, 'd' 't',dt,0.10412240200002998,edthe,edthe,1,11191,low,high,pseudo
81,s180,81,20,2, 't' 'h',th,0.09587524899961863,edthe,edthe,1,22288309,high,high,pseudo
82,s180,82,20,3, 'h' 'e',he,0.08800359799988655,edthe,edthe,1,21484684,high,high,pseudo
83,s180,83,21,0,'t' 'i',ti,0.0880657979996613,tithe,tithe,1,5135552,high,high,low
84,s180,84,21,1, 'i' 't',it,0.11997992900069221,tithe,tithe,1,6637233,high,high,low
85,s180,85,21,2, 't' 'h',th,0.08002577599927463,tithe,tithe,1,22288309,high,high,low
86,s180,86,21,3, 'h' 'e',he,0.07999129200015886,tithe,tithe,1,21484684,high,high,low
87,s180,87,22,0,'t' 'h',th,0.07205108700054552,therm,therm,2,22288309,high,high,low
88,s180,88,22,1, 'h' 'e',he,0.11998622999999498,therm,therm,2,21484684,high,high,low
89,s180,89,22,2, 'e' 'r',er,0.07203441499950713,therm,therm,2,12934901,high,high,low
90,s180,90,22,3, 'r' 'm',rm,0.11194796200015844,therm,therm,2,905131,med,high,low
91,s180,91,23,0,'z' 'i',zi,0.23199901299994963,zibja,zibja,0,54565,low,low,pseudo
92,s180,92,23,1, 'i' 'b',ib,0.14387767799962603,zibja,zibja,0,493267,low,low,pseudo
93,s180,93,23,2, 'b' 'j',bj,0.2961507629997868,zibja,zibja,0,105433,low,low,pseudo
94,s180,94,23,3, 'j' 'a',ja,0.31187766200037004,zibja,zibja,0,40073,low,low,pseudo
95,s180,95,24,0,'c' 'h',ch,0.12005212199983362,champ,champ,0,3267507,med,med,med
96,s180,96,24,1, 'h' 'a',ha,0.13598925399946893,champ,champ,0,6967591,high,med,med
97,s180,97,24,2, 'a' 'm',am,0.16789459200026613,champ,champ,0,1610395,med,med,med
98,s180,98,24,3, 'm' 'p',mp,0.20006245199965633,champ,champ,0,1042198,med,med,med
99,s180,99,25,0,'l' 'u',lu,0.22406736399989313,lucky,lucky,0,568081,med,low,high
100,s180,100,25,1, 'u' 'c',uc,0.18396966900036205,lucky,lucky,0,891233,med,low,high
101,s180,101,25,2, 'c' 'k',ck,0.12006343000030029,lucky,lucky,0,925655,med,low,high
102,s180,102,25,3, 'k' 'y',ky,0.1679666689997248,lucky,lucky,0,49764,low,low,high
103,s180,103,26,0,'t' 'h',th,0.09598066800026572,there,there,2,22288309,high,high,high
104,s180,104,26,1, 'h' 'e',he,0.09592619300019578,there,there,2,21484684,high,high,high
105,s180,105,26,2, 'e' 'r',er,0.08798147200013773,there,there,2,12934901,high,high,high
106,s180,106,26,3, 'r' 'e',re,0.10412752599950181,there,there,2,10687711,high,high,high
107,s180,107,27,0,'h' 'a',ha,0.15193024700056412,haole,haolw,0,6967591,high,med,low
108,s180,108,27,1, 'a' 'o',ao,0.15204296599949885,haole,haolw,0,25487,low,med,low
109,s180,109,27,2, 'o' 'l',ol,0.272031694999896,haole,haolw,0,1804856,med,med,low
110,s180,110,27,3, 'l' 'w',le,0.1999297190004654,haole,haolw,0,5038239,high,med,low
111,s180,111,28,0,'v' 'a',va,0.19198948600023868,vanru,vanru,0,560130,med,med,pseudo
112,s180,112,28,1, 'a' 'n',an,0.12801585600027465,vanru,vanru,0,12315713,high,med,pseudo
113,s180,113,28,2, 'n' 'r',nr,0.15194102599980397,vanru,vanru,0,54341,low,med,pseudo
114,s180,114,28,3, 'r' 'u',ru,0.12792387199988298,vanru,vanru,0,705492,med,med,pseudo
115,s180,115,29,0,'h' 'e',he,0.1199123749993305,heond,heond,0,21484684,high,high,pseudo
116,s180,116,29,1, 'e' 'o',eo,0.14407568500064372,heond,heond,0,305120,low,high,pseudo
117,s180,117,29,2, 'o' 'n',on,0.19201303299996653,heond,heond,0,8830487,high,high,pseudo
118,s180,118,29,3, 'n' 'd',nd,0.11194050399990374,heond,heond,0,9414961,high,high,pseudo
119,s180,119,30,0,'h' 'a',ha,0.1520530300003884,haole,haole,1,6967591,high,med,low
120,s180,120,30,1, 'a' 'o',ao,0.1360156669998105,haole,haole,1,25487,low,med,low
121,s180,121,30,2, 'o' 'l',ol,0.3039349150003545,haole,haole,1,1804856,med,med,low
122,s180,122,30,3, 'l' 'e',le,0.18413748099919758,haole,haole,1,5038239,high,med,low
123,s180,123,31,0,'z' 'i',zi,0.15988411200032715,zibja,zibja,1,54565,low,low,pseudo
124,s180,124,31,1, 'i' 'b',ib,0.12000876599995536,zibja,zibja,1,493267,low,low,pseudo
125,s180,125,31,2, 'b' 'j',bj,0.2240989880001507,zibja,zibja,1,105433,low,low,pseudo
126,s180,126,31,3, 'j' 'a',ja,0.08797090099960769,zibja,zibja,1,40073,low,low,pseudo
127,s180,127,32,0,'v' 'a',va,0.15210678699986602,vanru,vanru,1,560130,med,med,pseudo
128,s180,128,32,1, 'a' 'n',an,0.11196620600003371,vanru,vanru,1,12315713,high,med,pseudo
129,s180,129,32,2, 'n' 'r',nr,0.12792870399971434,vanru,vanru,1,54341,low,med,pseudo
130,s180,130,32,3, 'r' 'u',ru,0.12004199700004392,vanru,vanru,1,705492,med,med,pseudo
