,sID,Bigram #,Trial #,bigram_loc,Bigram,corr_bigram,IKI,string,resp_string,rep #,bg_freq,bf_type,meanbf_type,wf_type
0,s267,0,0,0,'t' 'h',th,0.08811780001269653,think,think,0,22288309,high,high,high
1,s267,1,0,1, 'h' 'i',hi,0.16800469998270273,think,think,0,6198006,high,high,high
2,s267,2,0,2, 'i' 'n',in,0.13589000003412366,think,think,0,13597302,high,high,high
3,s267,3,0,3, 'n' 'k',nk,0.2399714000057429,think,think,0,445067,low,high,high
4,s267,4,1,0,'d' 'r',dr,0.19999260001350194,druze,druze,0,567936,med,low,low
5,s267,5,1,1, 'r' 'u',ru,0.16794209997169673,druze,druze,0,705492,med,low,low
6,s267,6,1,2, 'u' 'z',uz,1.080202300043311,druze,druze,0,19836,low,low,low
7,s267,7,1,3, 'z' 'e',ze,0.1918571999995038,druze,druze,0,210896,low,low,low
8,s267,8,2,0,'h' 'e',he,0.32798090000869706,heond,heond,0,21484684,high,high,pseudo
9,s267,9,2,1, 'e' 'o',eo,0.2800089999800548,heond,heond,0,305120,low,high,pseudo
10,s267,10,2,2, 'o' 'n',on,0.18399829999543726,heond,heond,0,8830487,high,high,pseudo
11,s267,11,2,3, 'n' 'd',nd,0.8640147999976762,heond,heond,0,9414961,high,high,pseudo
12,s267,12,3,0,'v' 'a',va,0.7679986999719404,vanru,vanru,0,560130,med,med,pseudo
13,s267,13,3,1, 'a' 'n',an,0.18400629999814555,vanru,vanru,0,12315713,high,med,pseudo
14,s267,14,3,2, 'n' 'r',nr,0.3119997000321746,vanru,vanru,0,54341,low,med,pseudo
15,s267,15,3,3, 'r' 'u',ru,0.25594549998641014,vanru,vanru,0,705492,med,med,pseudo
16,s267,16,4,0,'b' 'e',be,0.11991000000853091,belly,belly,0,3798740,med,med,med
17,s267,17,4,1, 'e' 'l',el,0.336040599970147,belly,belly,0,3235254,med,med,med
18,s267,18,4,2, 'l' 'l',ll,0.1280409000464715,belly,belly,0,4235407,med,med,med
19,s267,19,4,3, 'l' 'y',ly,0.24806819995865226,belly,belly,0,2589130,med,med,med
20,s267,20,5,0,'a' 'b',ab,0.07999130000825971,about,about,0,1203849,med,med,high
21,s267,21,5,1, 'b' 'o',bo,0.21608430001651868,about,about,0,1140702,med,med,high
22,s267,22,5,2, 'o' 'u',ou,0.08792169997468591,about,about,0,7425307,high,med,high
23,s267,23,5,3, 'u' 't',ut,0.17624920001253486,about,about,0,3257233,med,med,high
24,s267,24,6,0,'w' 'o',wo,0.12799069995526224,would,would,0,1723496,med,med,high
25,s267,25,6,1, 'o' 'u',ou,0.08010610000928864,would,would,0,7425307,high,med,high
26,s267,26,6,2, 'u' 'l',ul,0.20784059999277815,would,would,0,2181271,med,med,high
27,s267,27,6,3, 'l' 'd',ld,0.128151600016281,would,would,0,2012500,med,med,high
28,s267,28,7,0,'v' 'a',va,0.14397749997442588,vanru,vanru,1,560130,med,med,pseudo
29,s267,29,7,1, 'a' 'n',an,0.12801410001702607,vanru,vanru,1,12315713,high,med,pseudo
30,s267,30,7,2, 'n' 'r',nr,0.3118692999705672,vanru,vanru,1,54341,low,med,pseudo
31,s267,31,7,3, 'r' 'u',ru,0.41603180003585294,vanru,vanru,1,705492,med,med,pseudo
32,s267,32,8,0,'f' 'a',fa,0.8000279000261799,faqir,faqui,0,1043958,med,low,low
33,s267,33,8,1, 'a' 'q',aq,0.8240075000212528,faqir,faqui,0,4924,low,low,low
34,s267,34,8,2, 'q' 'u',qi,0.1521783999633044,faqir,faqui,0,36,low,low,low
35,s267,35,8,3, 'u' 'i',ir,0.3360085000167601,faqir,faqui,0,2142678,med,low,low
36,s267,36,9,0,'t' 'h',th,0.0961094000376761,there,there,0,22288309,high,high,high
37,s267,37,9,1, 'h' 'e',he,0.13586739997845143,there,there,0,21484684,high,high,high
38,s267,38,9,2, 'e' 'r',er,0.1039897000300698,there,there,0,12934901,high,high,high
39,s267,39,9,3, 'r' 'e',re,0.14393329998711124,there,there,0,10687711,high,high,high
40,s267,40,10,0,'z' 'i',zi,0.31162410002434626,zibja,zibja,0,54565,low,low,pseudo
41,s267,41,10,1, 'i' 'b',ib,0.799902500002645,zibja,zibja,0,493267,low,low,pseudo
42,s267,42,10,2, 'b' 'j',bj,0.2400027999537997,zibja,zibja,0,105433,low,low,pseudo
43,s267,43,10,3, 'j' 'a',ja,0.15209330001380295,zibja,zibja,0,40073,low,low,pseudo
44,s267,44,11,0,'k' 'r',kr,0.4480234999791719,kremp,krem,0,5683,low,med,pseudo
45,s267,45,11,1, 'r' 'e',re,0.13582680001854897,kremp,krem,0,10687711,high,med,pseudo
46,s267,46,11,2, 'e' 'm',em,0.8240423999959603,kremp,krem,0,2039661,med,med,pseudo
47,s267,47,12,0,'l' 'u',lu,0.2560290999826975,lucky,lucky,0,568081,med,low,high
48,s267,48,12,1, 'u' 'c',uc,0.16000609996262938,lucky,lucky,0,891233,med,low,high
49,s267,49,12,2, 'c' 'k',ck,0.11205550003796816,lucky,lucky,0,925655,med,low,high
50,s267,50,12,3, 'k' 'y',ky,0.25601509999250993,lucky,lucky,0,49764,low,low,high
51,s267,51,13,0,'d' 'r',dr,0.18413439998403192,druze,druze,1,567936,med,low,low
52,s267,52,13,1, 'r' 'u',ru,0.11988660000497475,druze,druze,1,705492,med,low,low
53,s267,53,13,2, 'u' 'z',uz,0.6320036000106484,druze,druze,1,19836,low,low,low
54,s267,54,13,3, 'z' 'e',ze,0.28011959994910285,druze,druze,1,210896,low,low,low
55,s267,55,14,0,'t' 'h',th,0.0721190000185743,think,think,1,22288309,high,high,high
56,s267,56,14,1, 'h' 'i',hi,0.15196359995752573,think,think,1,6198006,high,high,high
57,s267,57,14,2, 'i' 'n',in,0.11991639999905601,think,think,1,13597302,high,high,high
58,s267,58,14,3, 'n' 'k',nk,0.17605240002740175,think,think,1,445067,low,high,high
59,s267,59,15,0,'d' 'r',dr,0.17596490000141785,druze,druze,2,567936,med,low,low
60,s267,60,15,1, 'r' 'u',ru,0.12814030004665256,druze,druze,2,705492,med,low,low
61,s267,61,15,2, 'u' 'z',uz,0.5599264999618754,druze,druze,2,19836,low,low,low
62,s267,62,15,3, 'z' 'e',ze,0.2721027000225149,druze,druze,2,210896,low,low,low
63,s267,63,16,0,'b' 'e',be,0.10417139995843172,belly,belly,1,3798740,med,med,med
64,s267,64,16,1, 'e' 'l',el,0.21590690000448376,belly,belly,1,3235254,med,med,med
65,s267,65,16,2, 'l' 'l',ll,0.13605830003507435,belly,belly,1,4235407,med,med,med
66,s267,66,16,3, 'l' 'y',ly,0.2558522999752313,belly,belly,1,2589130,med,med,med
67,s267,67,17,0,'v' 'o',vo,0.11193270003423095,vodka,vodka,0,368238,low,low,med
68,s267,68,17,1, 'o' 'd',od,0.18415409995941445,vodka,vodka,0,1013147,med,low,med
69,s267,69,17,2, 'd' 'k',dk,0.21583410003222525,vodka,vodka,0,5347,low,low,med
70,s267,70,17,3, 'k' 'a',ka,0.3840521000092849,vodka,vodka,0,60568,low,low,med
71,s267,71,18,0,'f' 'a',fa,0.22400879999622703,faqir,faq,1,1043958,med,low,low
72,s267,72,18,1, 'a' 'q',aq,0.4799841000349261,faqir,faq,1,4924,low,low,low
73,s267,73,19,0,'t' 'i',ti,0.13604169996688142,tithe,tithe,0,5135552,high,high,low
74,s267,74,19,1, 'i' 't',it,0.14393730001756921,tithe,tithe,0,6637233,high,high,low
75,s267,75,19,2, 't' 'h',th,0.1841691000154242,tithe,tithe,0,22288309,high,high,low
76,s267,76,19,3, 'h' 'e',he,0.5759728999692015,tithe,tithe,0,21484684,high,high,low
77,s267,77,20,0,'t' 'h',th,0.11198390001663938,therm,therm,0,22288309,high,high,low
78,s267,78,20,1, 'h' 'e',he,0.18407969997497275,therm,therm,0,21484684,high,high,low
79,s267,79,20,2, 'e' 'r',er,0.055877999984659255,therm,therm,0,12934901,high,high,low
80,s267,80,20,3, 'r' 'm',rm,0.24812630005180836,therm,therm,0,905131,med,high,low
81,s267,81,21,0,'p' 'u',pu,0.2720817999797873,puppy,puppy,0,514720,low,low,med
82,s267,82,21,1, 'u' 'p',up,0.2799003000254743,puppy,puppy,0,968744,med,low,med
83,s267,83,21,2, 'p' 'p',pp,0.11198349995538592,puppy,puppy,0,805170,med,low,med
84,s267,84,21,3, 'p' 'y',py,0.27196720003848895,puppy,puppy,0,149099,low,low,med
85,s267,85,22,0,'k' 'r',kr,0.12013210001168773,kremp,kremp,1,5683,low,med,pseudo
86,s267,86,22,1, 'r' 'e',re,0.07997810002416372,kremp,kremp,1,10687711,high,med,pseudo
87,s267,87,22,2, 'e' 'm',em,0.19192019995534793,kremp,kremp,1,2039661,med,med,pseudo
88,s267,88,22,3, 'm' 'p',mp,0.19214960001409054,kremp,kremp,1,1042198,med,med,pseudo
89,s267,89,23,0,'v' 'a',va,0.14405290002468973,vanru,vanru,2,560130,med,med,pseudo
90,s267,90,23,1, 'a' 'n',an,0.11200069996993989,vanru,vanru,2,12315713,high,med,pseudo
91,s267,91,23,2, 'n' 'r',nr,0.22390959999756888,vanru,vanru,2,54341,low,med,pseudo
92,s267,92,23,3, 'r' 'u',ru,0.17604210000718012,vanru,vanru,2,705492,med,med,pseudo
93,s267,93,24,0,'p' 'u',pu,0.2560528999892995,puppy,puppy,1,514720,low,low,med
94,s267,94,24,1, 'u' 'p',up,0.27200590004213154,puppy,puppy,1,968744,med,low,med
95,s267,95,24,2, 'p' 'p',pp,0.11203879996901378,puppy,puppy,1,805170,med,low,med
96,s267,96,24,3, 'p' 'y',py,0.25607489998219535,puppy,puppy,1,149099,low,low,med
97,s267,97,25,0,'a' 'b',ab,0.04797419998794794,about,about,1,1203849,med,med,high
98,s267,98,25,1, 'b' 'o',bo,0.2400099000078626,about,about,1,1140702,med,med,high
99,s267,99,25,2, 'o' 'u',ou,0.08793410001089796,about,about,1,7425307,high,med,high
100,s267,100,25,3, 'u' 't',ut,0.1760636999970302,about,about,1,3257233,med,med,high
101,s267,101,26,0,'p' 'y',py,0.3040231999475509,pykka,pykka,0,149099,low,low,pseudo
102,s267,102,26,1, 'y' 'k',yk,0.30398389999754727,pykka,pykka,0,4767,low,low,pseudo
103,s267,103,26,2, 'k' 'k',kk,0.1279111000476405,pykka,pykka,0,1820,low,low,pseudo
104,s267,104,26,3, 'k' 'a',ka,0.1441798000014387,pykka,pykka,0,60568,low,low,pseudo
105,s267,105,27,0,'h' 'a',ha,0.13600449997466058,haole,haole,0,6967591,high,med,low
106,s267,106,27,1, 'a' 'o',ao,0.15192890004254878,haole,haole,0,25487,low,med,low
107,s267,107,27,2, 'o' 'l',ol,0.22425430000294,haole,haole,0,1804856,med,med,low
108,s267,108,27,3, 'l' 'e',le,0.15983279998181388,haole,haole,0,5038239,high,med,low
109,s267,109,28,0,'c' 'o',co,0.20011860004160553,cooed,cooed,0,3609272,med,med,low
110,s267,110,28,1, 'o' 'o',oo,0.15192209999077022,cooed,cooed,0,1933683,med,med,low
111,s267,111,28,2, 'o' 'e',oe,0.2159261999768205,cooed,cooed,0,270012,low,med,low
112,s267,112,28,3, 'e' 'd',ed,0.09600250003859401,cooed,cooed,0,7805967,high,med,low
113,s267,113,29,0,'h' 'a',ha,0.11988829995971173,haole,haole,1,6967591,high,med,low
114,s267,114,29,1, 'a' 'o',ao,0.16004410001914948,haole,haole,1,25487,low,med,low
115,s267,115,29,2, 'o' 'l',ol,0.19211730000097305,haole,haole,1,1804856,med,med,low
116,s267,116,29,3, 'l' 'e',le,0.11986909998813644,haole,haole,1,5038239,high,med,low
117,s267,117,30,0,'v' 'a',va,0.16008540004258975,vanru,vanru,3,560130,med,med,pseudo
118,s267,118,30,1, 'a' 'n',an,0.12800379999680445,vanru,vanru,3,12315713,high,med,pseudo
119,s267,119,30,2, 'n' 'r',nr,0.19991949998075143,vanru,vanru,3,54341,low,med,pseudo
120,s267,120,30,3, 'r' 'u',ru,0.2640327999833971,vanru,vanru,3,705492,med,med,pseudo
121,s267,121,31,0,'h' 'e',he,0.11996310000540689,heond,heond,1,21484684,high,high,pseudo
122,s267,122,31,1, 'e' 'o',eo,0.15203429997200146,heond,heond,1,305120,low,high,pseudo
123,s267,123,31,2, 'o' 'n',on,0.1439704000367783,heond,heond,1,8830487,high,high,pseudo
124,s267,124,31,3, 'n' 'd',nd,0.44001029996434227,heond,heond,1,9414961,high,high,pseudo
125,s267,125,32,0,'c' 'h',ch,0.0800794999813661,cheer,cheer,0,3267507,med,high,med
126,s267,126,32,1, 'h' 'e',he,0.16785980004351586,cheer,cheer,0,21484684,high,high,med
127,s267,127,32,2, 'e' 'e',ee,0.16016159998252988,cheer,cheer,0,2839722,med,high,med
128,s267,128,32,3, 'e' 'r',er,0.1439951999927871,cheer,cheer,0,12934901,high,high,med
129,s267,129,33,0,'t' 'h',th,0.07998350000707433,there,there,1,22288309,high,high,high
130,s267,130,33,1, 'h' 'e',he,0.15212839999003336,there,there,1,21484684,high,high,high
131,s267,131,33,2, 'e' 'r',er,0.08790009998483583,there,there,1,12934901,high,high,high
132,s267,132,33,3, 'r' 'e',re,0.16028880001977086,there,there,1,10687711,high,high,high
133,s267,133,34,0,'c' 'h',ch,0.11202000000048429,cheer,cheer,1,3267507,med,high,med
