,sID,Bigram #,Trial #,bigram_loc,Bigram,corr_bigram,IKI,string,resp_string,rep #,bg_freq,bf_type,meanbf_type,wf_type
0,s20,0,0,0,'t' 'h',th,0.06397516280412674,think,think,0,22288309,high,high,high
1,s20,1,0,1, 'h' 'i',hi,0.11198523710481822,think,think,0,6198006,high,high,high
2,s20,2,0,2, 'i' 'n',in,0.1679189489223063,think,think,0,13597302,high,high,high
3,s20,3,0,3, 'n' 'k',nk,0.23210415011271834,think,think,0,445067,low,high,high
4,s20,4,1,0,'h' 'e',he,0.12003604392521083,heond,heond,0,21484684,high,high,pseudo
5,s20,5,1,1, 'e' 'o',eo,0.06392961693927646,heond,heond,0,305120,low,high,pseudo
6,s20,6,1,2, 'o' 'n',on,0.20002266601659358,heond,heond,0,8830487,high,high,pseudo
7,s20,7,1,3, 'n' 'd',nd,0.3360657920129597,heond,heond,0,9414961,high,high,pseudo
8,s20,8,2,0,'z' 'i',zi,0.07207066682167351,zibja,zibja,0,54565,low,low,pseudo
9,s20,9,2,1, 'i' 'b',ib,0.16799494717270136,zibja,zibja,0,493267,low,low,pseudo
10,s20,10,2,2, 'b' 'j',bj,0.23200875194743276,zibja,zibja,0,105433,low,low,pseudo
11,s20,11,2,3, 'j' 'a',ja,0.11187350004911423,zibja,zibja,0,40073,low,low,pseudo
12,s20,12,3,0,'e' 'd',ed,0.12008738610893488,edthe,edthe,0,7805967,high,high,pseudo
13,s20,13,3,1, 'd' 't',dt,0.07992482301779091,edthe,edthe,0,11191,low,high,pseudo
14,s20,14,3,2, 't' 'h',th,0.19208062579855323,edthe,edthe,0,22288309,high,high,pseudo
15,s20,15,3,3, 'h' 'e',he,0.0959606661926955,edthe,edthe,0,21484684,high,high,pseudo
16,s20,16,4,0,'t' 'h',th,0.08000611304305494,there,there,0,22288309,high,high,high
17,s20,17,4,1, 'h' 'e',he,0.11999682406894863,there,there,0,21484684,high,high,high
18,s20,18,4,2, 'e' 'r',er,0.0640597059391439,there,there,0,12934901,high,high,high
19,s20,19,4,3, 'r' 'e',re,0.15994797297753394,there,there,0,10687711,high,high,high
20,s20,20,5,0,'v' 'a',va,0.07204354298301041,vanru,vanry,0,560130,med,med,pseudo
21,s20,21,5,1, 'a' 'n',an,0.16802037390880287,vanru,vanry,0,12315713,high,med,pseudo
22,s20,22,5,2, 'n' 'r',nr,0.12799341301433742,vanru,vanry,0,54341,low,med,pseudo
23,s20,23,5,3, 'r' 'y',ru,0.12004962307401001,vanru,vanry,0,705492,med,med,pseudo
24,s20,24,6,0,'t' 'h',th,0.08798805205151439,think,think,1,22288309,high,high,high
25,s20,25,6,1, 'h' 'i',hi,0.11207340797409415,think,think,1,6198006,high,high,high
26,s20,26,6,2, 'i' 'n',in,0.19997113617137074,think,think,1,13597302,high,high,high
27,s20,27,6,3, 'n' 'k',nk,0.17592064291238785,think,think,1,445067,low,high,high
28,s20,28,7,0,'b' 'u',bu,0.09587558102793992,buddy,buddy,0,1183063,med,low,high
29,s20,29,7,1, 'u' 'd',ud,0.15211663208901882,buddy,buddy,0,458716,low,low,high
30,s20,30,7,2, 'd' 'd',dd,0.159975228831172,buddy,buddy,0,306083,low,low,high
31,s20,31,7,3, 'd' 'y',dy,0.06390286702662706,buddy,buddy,0,360103,low,low,high
32,s20,32,8,0,'f' 'a',fa,0.12797629414126277,faqir,fawrit,0,1043958,med,low,low
33,s20,33,8,1, 'a' 'w',aq,0.3839993388392031,faqir,fawrit,0,4924,low,low,low
34,s20,34,8,2, 'w' 'r',qi,0.608026578091085,faqir,fawrit,0,36,low,low,low
35,s20,35,8,3, 'r' 'i',ir,0.25589747400954366,faqir,fawrit,0,2142678,med,low,low
36,s20,36,8,4, 'i' 't',,0.49604808003641665,faqir,fawrit,0,,,low,low
37,s20,37,9,0,'t' 'h',th,0.09611086291261017,theme,theme,0,22288309,high,high,med
38,s20,38,9,1, 'h' 'e',he,0.1038877631071955,theme,theme,0,21484684,high,high,med
39,s20,39,9,2, 'e' 'm',em,0.13608748884871602,theme,theme,0,2039661,med,high,med
40,s20,40,9,3, 'm' 'e',me,0.08801708417013288,theme,theme,0,4724108,high,high,med
41,s20,41,10,0,'z' 'i',zi,0.0880272809881717,zibja,zibja,1,54565,low,low,pseudo
42,s20,42,10,1, 'i' 'b',ib,0.1759310089983046,zibja,zibja,1,493267,low,low,pseudo
43,s20,43,10,2, 'b' 'j',bj,0.24799942993558943,zibja,zibja,1,105433,low,low,pseudo
44,s20,44,10,3, 'j' 'a',ja,0.07998163695447147,zibja,zibja,1,40073,low,low,pseudo
45,s20,45,11,0,'b' 'e',be,0.15986610879190266,belly,belly,0,3798740,med,med,med
46,s20,46,11,1, 'e' 'l',el,0.12807213421911,belly,belly,0,3235254,med,med,med
47,s20,47,11,2, 'l' 'l',ll,0.144062029896304,belly,belly,0,4235407,med,med,med
48,s20,48,11,3, 'l' 'y',ly,0.19220157503150403,belly,belly,0,2589130,med,med,med
49,s20,49,12,0,'d' 'r',dr,0.16798294708132744,druze,druze,0,567936,med,low,low
50,s20,50,12,1, 'r' 'u',ru,0.08788163494318724,druze,druze,0,705492,med,low,low
51,s20,51,12,2, 'u' 'z',uz,0.27201302093453705,druze,druze,0,19836,low,low,low
52,s20,52,12,3, 'z' 'e',ze,0.23207624605856836,druze,druze,0,210896,low,low,low
53,s20,53,13,0,'p' 'u',pu,0.1520668778102845,puppy,puppy,0,514720,low,low,med
54,s20,54,13,1, 'u' 'p',up,0.17601730418391526,puppy,puppy,0,968744,med,low,med
55,s20,55,13,2, 'p' 'p',pp,0.15206298581324518,puppy,puppy,0,805170,med,low,med
56,s20,56,13,3, 'p' 'y',py,0.18385304510593414,puppy,puppy,0,149099,low,low,med
57,s20,57,14,0,'v' 'o',vo,0.10390252387151122,vodka,vodka,0,368238,low,low,med
